NCT Number,Title,Acronym,Status,Study Results,Conditions,Interventions,Outcome Measures,Sponsor/Collaborators,Gender,Age,Phases,Enrollment,Funded Bys,Study Type,Study Designs,Other IDs,Start Date,Primary Completion Date,Completion Date,First Posted,Results First Posted,Last Update Posted,Locations,Study Documents,URL
NCT00977730,The Effect of Protandim on Non-alcoholic Steatohepatitis,NASH,Completed,No Results Available,Non-Alcoholic Steatohepatitis,Dietary Supplement: Protandim|Dietary Supplement: Placebo,Change in NAS at study completion in the Protandim group compared to the placebo group.,"University of Colorado, Denver",All,"18 Years and older   (Adult, Older Adult)",Not Applicable,70,Other,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",07-0848,Jul-08,Jul-11,Jul-11,16-Sep-09,null,5-Feb-13,"University of Colorado at Denver and Health Sciences Center, Denver, Colorado, United States",,https://ClinicalTrials.gov/show/NCT00977730
NCT00968747,Regulation of FGF21 by Nutritional Challenges,,"Active, not recruiting",No Results Available,Fasting|Non-alcoholic Fatty Liver Disease (NAFLD),Behavioral: Fasting|Behavioral: Diet|Dietary Supplement: oral carbohydrate challenge,Fibroblast Growth Factor 21 levels in serum and fat|Polymerase 1 and Transcript Release Factor levels in fat|Urine and serum ketosis|Hepatic fat content|change in serum triglyceride levels|change in glucose and insulin levels,Beth Israel Deaconess Medical Center,All,18 Years to 60 Years   (Adult),Not Applicable,40,Other,Interventional,Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Other,2009P-000073,Jul-09,31-Dec-19,30-Apr-20,31-Aug-09,null,26-Feb-19,"Beth Israel Deaconess Medical Center, Boston, Massachusetts, United States",,https://ClinicalTrials.gov/show/NCT00968747
NCT00941642,Placebo Controlled Study Using Lovaza as Treatment for Non-Alcoholic Fatty Liver Disease,,Unknown status,No Results Available,Non-Alcoholic Fatty Liver Disease,Drug: Lovaza|Drug: placebo control,To determine if Lovaza improves fibrosis and the NASH activity index.|To determine if Lovaza improves AST/ALT level and improves steatosis on biopsy.,Huntington Medical Research Institutes|GlaxoSmithKline,All,"18 Years and older   (Adult, Older Adult)",Phase 4,40,Other|Industry,Interventional,Allocation: Randomized|Intervention Model: Single Group Assignment|Masking: Single (Participant)|Primary Purpose: Treatment,"LOVAZA - NAFLD|IND # 105,085.",Sep-09,Sep-12,Sep-12,17-Jul-09,null,10-Jun-10,"HMRI - Liver Center, Pasadena, California, United States",,https://ClinicalTrials.gov/show/NCT00941642
NCT00928473,The Danish Childhood Obesity Biobank,,Recruiting,No Results Available,"Weight Loss|Obesity|Metabolic Syndrome|NAFLD, Non-alcoholic Fatty Liver Disease|Cardiovascular Diseases",Behavioral: Weightloss treatment program,"Weightloss, changes in blood parameters and in fatty liver developement.",Zealand University Hospital|University of Copenhagen|Steno Diabetes Center Copenhagen|Holbaek Sygehus,All,"2 Years to 100 Years   (Child, Adult, Older Adult)",Not Applicable,5000,Other,Interventional,Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Health Services Research,250609,Jan-09,Dec-20,Dec-20,26-Jun-09,null,16-Jan-19,"The Children's Obesity Clinic, Paediatric department, University Hospital Holbæk, Region Zealand, Holbæk, Denmark",,https://ClinicalTrials.gov/show/NCT00928473
NCT00887393,Effect of Macrocomposition on Nonalcoholic Fatty Liver Disease (NAFLD) in Bariatric Surgery Candidates,,Completed,No Results Available,Morbid Obesity|Non-alcoholic Fatty Liver Disease,Other: low carbohydrate diet|Other: low-fat diet,Determine the efficacy of a low carbohydrate vs. a conventional low fat diet to reduce hepatic steatosis|Compare differences in weight loss with a 2 month hypocaloric conventional low fat vs. low carbohydrate diets in individuals who are candidates for laparoscopic Roux-en-Y gastric bypass surgery or adjustable laparoscopic banding surgery,University of Michigan|National Institutes of Health (NIH),All,18 Years to 55 Years   (Adult),Not Applicable,31,Other|NIH,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Investigator)|Primary Purpose: Treatment,MCRU 2462,Apr-09,Sep-12,Dec-12,24-Apr-09,null,18-Jun-13,"University of Michigan Hospital, Ann Arbor, Michigan, United States",,https://ClinicalTrials.gov/show/NCT00887393
NCT00885313,Effects of Docosahexaenoic Acid (DHA) on Children With Nonalcoholic Fatty Liver Disease (NAFLD),EDACN,Completed,No Results Available,Fatty Liver|Liver Fibrosis|Obesity|Metabolic Syndrome|Nonalcoholic Fatty Liver Disease,Drug: DHA250|Drug: DHA500|Drug: PLACEBO|Behavioral: Lifestyle intervention,Liver status by liver biopsy (steatosis and fibrosis)|Serum alanine transferase levels|Serum levels of triglycerides,Bambino Gesù Hospital and Research Institute,All,4 Years to 16 Years   (Child),Phase 1|Phase 2,60,Other,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Care Provider, Investigator)|Primary Purpose: Treatment",1406-18-4,Mar-09,Apr-10,Mar-11,21-Apr-09,null,13-May-11,"Bambino Gesù Hospital and Research Institute, Rome, Italy",,https://ClinicalTrials.gov/show/NCT00885313
NCT00878592,Effect of Dietary and Life Style Modification on Post Liver Transplant Obesity,,Terminated,No Results Available,Post Liver Transplantation Weight Gain|Post Liver Transplantation Obesity|Nonalcoholic Steatohepatitis,Behavioral: Dietary and life style modification,"waist circumference|weight, height (for BMI calculation)|skin fold thickness|survival rate|Co morbidity events|histological scores of necro-inflammation (Ishak score) and steatosis (Dixon's scale) of the implanted liver.",University of Pittsburgh,All,"18 Years and older   (Adult, Older Adult)",Not Applicable,null,Other,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,PRO08010154|non applicable,Oct-08,Jun-10,null,9-Apr-09,null,10-Oct-17,"Center for Liver Diseases, UPMC., Pittsburgh, Pennsylvania, United States",,https://ClinicalTrials.gov/show/NCT00878592
NCT00870012,Treatment of Nonalcoholic Fatty Liver Disease With Probiotics and Prebiotics,,Completed,No Results Available,Nonalcoholic Fatty Liver Disease,Drug: Lepicol probiotic & prebiotic formula|Other: Simple lifestyle advice,"The primary endpoint is the reduction in hepatic triglyceride content from baseline to week 24.|The proportion of patients with normal ALT at week 24 will be determined. Normal ALT is defined according to Prati's cutoffs (≤30 IU/l in men and ≤19 IU/l in women).|The proportion of patients with impaired fasting glucose, diabetes, insulin resistance (estimated by the homeostasis model), hypertension, dyslipidemia and metabolic syndrome will be determined both at baseline and during each visit.|The changes in visceral fat will be determined by magnetic resonance imaging at the same session both at baseline and month 12.|The changes in liver fibrosis will be determined by transient elastography by Fibroscan both at baseline and month 12.|The percentage of total sequences of individual microbes will be calculated. In particular, the proportion of Firmicutes and Bacteroidetes will be compared between the two treatment arms.",Chinese University of Hong Kong,All,"18 Years to 70 Years   (Adult, Older Adult)",Not Applicable,20,Other,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor),NAFLD-GUT#2,Feb-09,Jan-12,Jan-12,26-Mar-09,null,24-Feb-14,"Cheng Suen Man Shook Hepatitis Center, Institute of Digestive Disease, The Chinese University of Hong Kong, Prince of Wales Hospital, Hong Kong SAR, China",,https://ClinicalTrials.gov/show/NCT00870012
NCT00870077,A Pilot Study on Whey Protein Supplementation in Non Alcoholic Fatty Liver Disease,PROTOB,Completed,No Results Available,Non-alcoholic Fatty Liver Disease|Obesity,"Dietary Supplement: ProWHEY 94 CFM, SponserR",intrahepatic fat|glucose metabolism|body weight and body fat,University of Lausanne,All,18 Years to 50 Years   (Adult),Not Applicable,11,Other,Interventional,Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,Protobese,Apr-09,Dec-09,Apr-10,26-Mar-09,null,24-Feb-12,"Centre d'investigations cliniques ""cardiomet""/ CHUV, Lausanne, VD, Switzerland",,https://ClinicalTrials.gov/show/NCT00870077
NCT00868933,Low Glycemic Index Dietary Intervention Program in Nonalcoholic Fatty Liver Disease,,Completed,No Results Available,Nonalcoholic Fatty Liver Disease,Other: Low glycemic index dietary intervention program|Other: simple lifestyle advice,Resolution of NAFLD by proton-magnetic resonance spectroscopy|Partial resolution of NAFLD|Visceral fat measurement|Liver fibrosis by transient elastography|Metabolic endpoints,Chinese University of Hong Kong,All,"18 Years to 70 Years   (Adult, Older Adult)",Not Applicable,159,Other,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label),NAFLD-Diet,Feb-09,May-12,May-12,25-Mar-09,null,24-Feb-14,"Cheng Suen Man Shook Hepatitis Center, Institute of Digestive Disease, The Chinese University of Hong Kong, Prince of Wales Hospital, Hong Kong SAR, China",,https://ClinicalTrials.gov/show/NCT00868933
NCT00856869,"Clearance of NRL972 in Patients With Cirrhosis, Nonalcoholic Steatohepatitis (NASH) and in Healthy Volunteers",,Completed,No Results Available,Hepatic Cirrhosis|Nonalcoholic Steatohepatitis,Drug: NRL972,"Clearance of NRL972 after a standard meal and while fasted in healthy volunteers, patients with NASH and patients with hepatic cirrhosis.|Adverse events and changes in physical findings from baseline|Effects of vital signs: blood pressure, pulse rate|Effects on electrocardiogram|Changes in haematology, clinical chemistry, urinalysis",Norgine,All,"18 Years to 75 Years   (Adult, Older Adult)",Phase 1|Phase 2,52,Industry,Interventional,Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Diagnostic,NRL972-02/2003(ACPS),Aug-04,Feb-05,Apr-05,6-Mar-09,null,6-Mar-09,"UMHAPT St. Ivan Rilski's University Hospital, Sofia, Bulgaria",,https://ClinicalTrials.gov/show/NCT00856869
NCT00845845,Fish Oil and Diet for the Treatment of Non-Alcoholic Steatohepatitis (NASH),,Terminated,Has Results,Nonalcoholic Steatohepatitis (NASH)|Hepatic Steatosis,Drug: Omega-3-acid ethyl esters (Lovaza)|Drug: Placebo,Omega-3 Fatty Acid Supplementation and Its Effect on Hepatic Steatosis and Other Factors Associated With the Development of Nonalcoholic Steatohepatitis (NASH)|Magnetic Resonance Imaging (MRI) as an Assessment of Hepatic Steatosis in Patients With Biopsy-proven Nonalcoholic Steatohepatitis (NASH),University of Illinois at Chicago,All,"18 Years and older   (Adult, Older Adult)",Phase 2,12,Other,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",2003-0601,Mar-06,Oct-10,Oct-10,18-Feb-09,24-Jul-13,24-Jul-13,"The University of Illinois Chicago, Chicago, Illinois, United States",,https://ClinicalTrials.gov/show/NCT00845845
NCT00842205,Role of Heme Oxygenase in the Pathogenesis of Hepatocellular Injury in Chronic Hepatitis C Virus (HCV) Infection,,Unknown status,No Results Available,Chronic HCV Infection|Nonalcoholic Steatohepatitis,Drug: pegylated interferon|Drug: Ribavarin,1. the relation between HO activity and basic virologic and histologic parameters in chronic HCV patients. 2. changes of HO activity within antiviral treatment 3. relation of HO gene polymorphisms to the course of disease|Relation of HO gene polymorphisms and UGT1A1*28 polymorphism.,"Charles University, Czech Republic|IGA MZ, Czech Republic",All,18 Years to 60 Years   (Adult),Not Applicable,150,Other,Interventional,Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Basic Science,IGA MZ CR NR9412-3,Jan-07,Jun-09,Dec-09,12-Feb-09,null,12-Feb-09,"Cetral Military Hospital, Prague, Czech Republic",,https://ClinicalTrials.gov/show/NCT00842205
NCT00820651,Efficacy and Safety of Diamel in Patients With Nonalcoholic Steatohepatitis,,Completed,No Results Available,Nonalcoholic Steatohepatitis|Insulin Resistance,Dietary Supplement: Diamel|Other: Placebo and lifestyle counseling,"The histological improvement (steatosis, necro-inflammatory activity and fibrosis) at 52 weeks (end of the treatment) as compared with pre-treatment liver biopsy.|Insulinresistance levels (HOMA-IR) at 52 weeks (end of the treatment), Aminotransferase levels at 52 weeks (end of the treatment), Body weight, Body Mass Index and waist circumference at 52 weeks (end of the treatment)",Catalysis SL,All,"18 Years to 70 Years   (Adult, Older Adult)",Phase 3,158,Industry,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Treatment",DIAMEL_NASH-09,Nov-09,Apr-12,Apr-12,12-Jan-09,null,26-Apr-12,"National Institute of Gastroenterology, Vedado, Havana, Cuba",,https://ClinicalTrials.gov/show/NCT00820651
NCT00819338,The Effect of n-3 Polyunsaturated Fatty Acid Supplements in Patients With Non-alcoholic Fatty Liver Disease,,Completed,No Results Available,Non-alcoholic Fatty Liver Disease,Dietary Supplement: Efamax,"Reduction of intrahepatic fat content as determined by magnetic resonance spectroscopy|Serum liver function tests, lipids, free fatty acids|Insulin resistance as assessed by HOMA-IR and Adipose Tissue Insulin Resistance Index|Liver saturated, monounsaturated and polyunsaturated fatty acid indexes as assessed by MR spectroscopy|Visceral obesity as quantified by MRI, and the adipose derived serum leptin and adiponectin|Primary assessment of the fibrotic and inflammatory status of the liver with serum TGF beta, TNF a, IL-6, IL-8, IL-8, IL-10|Further informative cytokine analyses: GM-CSF, IFN-G, IL-1B, IL-1RA, IL-2, IL-4, IL-5, MCP1|Compliance assessed by serum phospholipid fatty acids",University of Nottingham,All,"18 Years and older   (Adult, Older Adult)",Phase 2,58,Other,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",NottinghamNHST1|REC 08/H0403/14|R&D 08GA001,Jan-09,Mar-10,Mar-10,9-Jan-09,null,4-Jul-12,"Wolfson Digestive Diseases Centre, University Hospital, Nottingham, United Kingdom",,https://ClinicalTrials.gov/show/NCT00819338
NCT00816465,Safety and Efficacy of Hoodia Gordonii for Treatment of Non Alcoholic Fatty Liver Disease (NAFLD),,Completed,No Results Available,Non-Alcoholic Fatty Liver Disease,Dietary Supplement: Hoodia gordonii|Other: Placebo,decreased insulin resistance|safety|reduced hepatic injury|reduced weight/BMI/abdominal circumference,Hadassah Medical Organization,All,"18 Years to 65 Years   (Adult, Older Adult)",Phase 1,20,Other,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",HoodiaNAFLD-HMO-CTIL,May-09,Jun-10,Aug-10,1-Jan-09,null,17-Sep-10,"Hadassah Medical Center, Jerusalem, Israel",,https://ClinicalTrials.gov/show/NCT00816465
NCT00815009,Evaluation of Diet and Exercise in Patients With Non-Alcoholic Fatty Liver Disease,NAFLD,Completed,No Results Available,Fatty Liver,Behavioral: Mod Fat/Low Processed Carb Diet and Moderate Exercise|Behavioral: Low Fat Diet and Moderate Exercise|Behavioral: Moderate Exercise Only,"NAFLD Activity Score (Percent liver steatosis, inflammation, and fibrosis)|Insulin resistance (IR)",San Antonio Military Medical Center,All,"18 Years to 70 Years   (Adult, Older Adult)",Not Applicable,56,U.S. Fed,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,C.2008.171,Oct-08,Mar-10,Dec-10,29-Dec-08,null,16-Jul-12,"San Antonio Military Medical Center, Fort Sam Houston, Texas, United States",,https://ClinicalTrials.gov/show/NCT00815009
NCT00808990,The Effect of Probiotics on Non Alcoholic Fatty Liver Disease,,Terminated,No Results Available,Liver Disease,Dietary Supplement: BioFemale,SIBO in NASH patients in both treated groups (probiotics treated versus placebo treated) will be evaluated by lactulose breath test|Lactulose breath test|FIBROMAX tests will assess severity of NAFLD in patients' group prior to treatment and post treatment|Fibromax test for the evaluation of NAFLD severity,Rabin Medical Center,All,"18 Years and older   (Adult, Older Adult)",Phase 1,38,Other,Interventional,Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: Single (Participant)|Primary Purpose: Treatment,RMC085077CTIL|RMC local ID 5077,Feb-13,Aug-15,Sep-15,16-Dec-08,null,8-Apr-16,"Rabin Medical Center, Petach Tikva, Israel",,https://ClinicalTrials.gov/show/NCT00808990
NCT00799578,A Preliminary Study to Evaluate Cysteamine Therapy in Human Subjects With Non-Alcoholic Steatohepatitis (NASH),,Completed,Has Results,Fatty Liver,Drug: Cysteamine,Normalization or >50% of Serum ALT Levels From Baseline,"Joel Lavine|Raptor Pharmaceuticals Corp.|University of California, San Diego",All,"10 Years and older   (Child, Adult, Older Adult)",Phase 1|Phase 2,13,Other|Industry,Interventional,Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,07-1699,Oct-08,Jun-09,Jan-10,1-Dec-08,31-Jan-14,31-Jan-14,"University of California, San Diego School of Medicine General Clinic Research Center, San Diego, California, United States",,https://ClinicalTrials.gov/show/NCT00799578
NCT00794716,Pharmacokinetics of NRL972 in Patients With Nonalcoholic Steatohepatitis (NASH) and Non-Alcoholic Fatty Liver Disease (NAFLD),,Completed,No Results Available,Non-Alcoholic Fatty Liver Disease|Nonalcoholic Steatohepatitis,Drug: NRL972,"The primary efficacy variable is the NRL972 fractional retention ratio for 10 and 30 minutes post-dose (C30/C10) for different populations with NAFLD.|Approximate overall clearance and t½ within 60 minutes of dosing with NRL972. Cmax, AUC(0-∞), and mean residence time derived from a non-compartmental analysis.",Norgine,All,"18 Years to 80 Years   (Adult, Older Adult)",Phase 2,125,Industry,Interventional,Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Diagnostic,NRL972-01/2007 (FLD),Jun-08,Mar-10,Nov-11,20-Nov-08,null,10-Jun-15,"Duke University Medical Center, Durham, North Carolina, United States",,https://ClinicalTrials.gov/show/NCT00794716
NCT00771108,Exercise Dose and Nonalcoholic Fatty Liver Disease,ED,Completed,No Results Available,Non-alcoholic Fatty Liver Disease (NAFLD),Behavioral: exercise,"The effect of aerobic exercise on: Intrahepatic fat content|VLDL-triglyceride (TG) and VLDL-Apolipoprotein B (apoB) kinetics|Insulin action in liver (suppression of glucose production), muscle (stimulation of glucose uptake), and adipose tissue (suppression of lipolysis).|Plasma markers of inflammation|Potential cellular mechanisms responsible for changes in insulin action and inflammation",Washington University School of Medicine,All,"18 Years to 65 Years   (Adult, Older Adult)",Not Applicable,33,Other,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Basic Science,06-0039|#5P30 DK052574 (NIH/DDRCC)|R01 DK37948 (NIH/NIDDK),May-06,Apr-11,Apr-11,13-Oct-08,null,7-Sep-11,"Washington University School of Medicine, St. Louis, Missouri, United States",,https://ClinicalTrials.gov/show/NCT00771108
NCT00760513,Treatment of Non Alcoholic Fatty Liver Disease With n-3 Fatty Acids,,"Active, not recruiting",No Results Available,Non-Alcoholic Fatty Liver Disease,Drug: OMACOR,Change in biomarkers for NAFLD and change in liver fat|Change in risk factors for cardiovascular disease and type 2 diabetes,"University Hospital Southampton NHS Foundation Trust|National Institute for Health Research, United Kingdom",All,"18 Years to 75 Years   (Adult, Older Adult)",Phase 2,100,Other,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Investigator)|Primary Purpose: Treatment,25-12-59. (R&D: RHM MED 0836)|EudraCT number 2008-003766-26,Nov-09,Feb-19,Feb-19,26-Sep-08,null,18-Apr-18,"Southamption General Hospital, Southampton, Hants, United Kingdom",,https://ClinicalTrials.gov/show/NCT00760513
NCT00740610,"Safety, Tolerability, Pharmacokinetics and Activity of GS-9450 in Adults With Non-Alcoholic Steatohepatitis (NASH)",,Completed,No Results Available,Nonalcoholic Steatohepatitis,Drug: GS-9450|Drug: GS-9450 Placebo,Percentage of Participants Who Experienced Adverse Events (AEs) and Graded Laboratory Abnormalities|Pharmacokinetics of GS-9450 and its metabolites|Change from baseline in alanine aminotransferase (ALT),Gilead Sciences,All,"18 Years to 75 Years   (Adult, Older Adult)",Phase 2,124,Industry,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",GS-US-228-0101,Aug-08,Aug-09,Sep-09,25-Aug-08,null,4-Feb-14,"Tucson, Arizona, United States|Fresno, California, United States|Fullerton, California, United States|San Diego, California, United States|San Mateo, California, United States|Lakewood, Colorado, United States|Washington, District of Columbia, United States|Jacksonville, Florida, United States|Atlanta, Georgia, United States|Marietta, Georgia, United States|Chicago, Illinois, United States|Des Moines, Iowa, United States|Kansas City, Kansas, United States|Monroe, Louisiana, United States|New Orleans, Louisiana, United States|Ann Arbor, Michigan, United States|Troy, Michigan, United States|New York, New York, United States|Plainview, New York, United States|Syracuse, New York, United States|Asheville, North Carolina, United States|Durham, North Carolina, United States|Raleigh, North Carolina, United States|Clevleand, Ohio, United States|Providence, Rhode Island, United States|Dallas, Texas, United States|Galveston, Texas, United States|Irving, Texas, United States|Charlottesville, Virginia, United States|Falls Church, Virginia, United States|Richmond, Virginia, United States|Paris, France|Vandoeuvre les Nancy, France",,https://ClinicalTrials.gov/show/NCT00740610
NCT00736385,Metformin for the Treatment of Nonalcoholic Fatty Liver Disease (NAFLD),NAFLD,Terminated,Has Results,Fatty Liver,Drug: Glucophage (Metformin)|Drug: Placebo,"Study Endpoints Will Include Measurements of Insulin Sensitivity, Hepatic Insulin Clearance, and Altered Parameters of Lipid Metabolism, Changes in the Histological Features That Define NAFLD, and Quantitative Measurements of Visceral and Peripheral Fat.|Tests the Postulate That Metformin Will Improve Insulin Sensitivity in NAFLD. Also Test the Postulate That Improving IR (Insulin Resistance) With an Insulin Sensitizing Agent Will Improve Biochemical and Histological Features of NAFLD.|Determine if Metformin Improves the Altered Parameters of Lipid Metabolism as Compared to Placebo.|Measure the Differential Effects of IR and Lipid Metabolism on Peripheral Mononuclear Cell (PBMC) Inflammatory Response and the Associated Hepatocyte Mitochondrial Ultrastructure and Measures of Oxidative Stress",Manal Abdelmalek|Duke University,All,"18 Years to 70 Years   (Adult, Older Adult)",Phase 4,11,Other,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",Pro00006196|K23DK062116,Apr-09,Dec-12,Dec-12,15-Aug-08,26-Mar-15,7-Dec-16,"Duke University Medical Center, Durham, North Carolina, United States",,https://ClinicalTrials.gov/show/NCT00736385
NCT00714129,"De Novo Lipogenesis, Lipid and Carbohydrate Metabolism in Non-alcoholic Fatty Liver Disease",LINC,"Active, not recruiting",No Results Available,Non-alcoholic Fatty Liver Disease|Diabetes,Other: Dietary intervention (calorie restricted diet),"Stable isotopic and magnetic resonance measures to determine the changes in lipid and carbohydrate metabolism after dietary intervention|DEXA, insulin sensitivity and energy expenditure changes due to dietary intervention","University of California, San Francisco|Touro University|American Diabetes Association",All,18 Years to 60 Years   (Adult),Not Applicable,60,Other,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Basic Science",R01DK078133-01|NIH R01DK078133-01A1|ADA 1-08-CR-56,Sep-07,Jun-20,Jun-20,14-Jul-08,null,20-Aug-18,"Touro University, Vallejo, California, United States",,https://ClinicalTrials.gov/show/NCT00714129
NCT00706537,Phase 1 Pharmacokinetic Study Of CP-945598 In Patients With NASH,,Completed,No Results Available,Non-Alcoholic Steatohepatitis(NASH),Drug: Active treatment|Drug: Placebo,"Urine 6-β-hydroxycortisol:cortisol ratio|Adverse event monitoring, physical examinations, sitting vital sign measurements (blood pressure and pulse rate), 12-lead ECGs, laboratory safety assessments.|PK for CP-945598 and its primary circulating metabolite|Breath ID® tests (methacetin and octanoate)|Soluble and exploratory biomarkers",Pfizer,All,"18 Years to 65 Years   (Adult, Older Adult)",Phase 1,9,Industry,Interventional,"Allocation: Randomized|Intervention Model: Single Group Assignment|Masking: Triple (Participant, Care Provider, Investigator)|Primary Purpose: Basic Science",A5351053,Jul-08,Nov-08,Nov-08,27-Jun-08,null,13-Aug-09,"Pfizer Investigational Site, Anaheim, California, United States|Pfizer Investigational Site, Anaheim, California, United States|Pfizer Investigational Site, Durham, North Carolina, United States",,https://ClinicalTrials.gov/show/NCT00706537
NCT00699036,Rosiglitazone Versus Rosiglitazone and Metformin Versus Rosiglitazone and Avandia in the Treatment of Nonalcoholic Steatohepatitis (NASH),,Unknown status,No Results Available,Nonalcoholic Steatohepatitis|Nonalcoholic Fatty Liver Disease,Drug: avandia|Drug: metformin|Drug: losartan,liver biopsy histologic improvement|serum transaminases,Brooke Army Medical Center,All,"18 Years and older   (Adult, Older Adult)",Phase 2,165,U.S. Fed,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,C.2007.066,Apr-07,Jul-09,Aug-09,17-Jun-08,null,19-Jun-09,"Brooke Army Medical Center, San Antonio, Texas, United States",,https://ClinicalTrials.gov/show/NCT00699036
NCT00694746,Study of Fish Oil to Reduce ALT Levels in Adolescents,,Terminated,No Results Available,Non-alcoholic Fatty Liver Disease|Fatty Liver,Drug: Omega-3-acid ethyl esters|Drug: Placebo,"Efficacy parameters: Characterize the reduction in ALT levels.|Safety/compliance parameters: Describe the safety blood tests results, review of systems, and physical examination at baseline, mid point, and end of treatment, as well as identify adverse events and compliance parameters at study contacts.|Improvement in waist circumference, insulin and lipid indices, and other metabolic parameters.",Boston University|GlaxoSmithKline,All,13 Years to 17 Years   (Child),Phase 1,3,Other|Industry,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Care Provider, Investigator)|Primary Purpose: Treatment",IIT40,Jun-08,Mar-14,Mar-14,10-Jun-08,null,29-Jan-16,"Boston University Medical Center, Boston, Massachusetts, United States",,https://ClinicalTrials.gov/show/NCT00694746
NCT00681408,Omega 3 Fish Oil Supplements vs. Placebo for Patients With Non-alcoholic Steatohepatitis (NASH),,Completed,No Results Available,Non-alcoholic Steatohepatitis|Fatty Liver,Drug: Omega 3 Fish Oil supplements|Drug: Placebo,"The Primary endpoint will be improvement in a composite score of histological injury as measured by the NASH Activity Score (NAS).|Measurement of anthropometric indices (weight, BMI, waist circumference)|Index of cardiorespiratory fitness determined by exercise tolerance (measured by lactate threshold on an exercise treadmill)|Hepatic fat content measured by magnetic resonance imaging|Changes in fasting plasma lipids, red cell fatty acid content, changes in anti-hyperlipidemia requirements, insulin sensitivity, and markers of inflammation including tumor necrosis factor and C-reactive protein",University of Virginia|National Center for Complementary and Integrative Health (NCCIH),All,"21 Years and older   (Adult, Older Adult)",Phase 2|Phase 3,41,Other|NIH,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Care Provider, Investigator)|Primary Purpose: Treatment",12442|R21AT002901|IRB # 12442|GCRC: SHC003|Grant # 5R21AT2901-2,Mar-07,Aug-10,Aug-10,21-May-08,null,29-May-15,"University of Virginia School of Medicine, Charlottesville, Virginia, United States",,https://ClinicalTrials.gov/show/NCT00681408
NCT00681733,Pentoxifylline Versus Pioglitazone In Non-Alcoholic Steatohepatiti (NASH),NASH,Unknown status,No Results Available,Metabolic Parameters and Liver Histology,Drug: Pioglitazone|Drug: Pentoxifylline,Improvement in metabolic profile and histology|Side effects,Govind Ballabh Pant Hospital,All,"18 Years to 65 Years   (Adult, Older Adult)",Not Applicable,20,Other,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Investigator, Outcomes Assessor)|Primary Purpose: Treatment",drakchaudhary,Jan-07,Dec-08,Dec-08,21-May-08,null,21-May-08,"Dr. Barjesh Chander Sharma, New Delhi, India",,https://ClinicalTrials.gov/show/NCT00681733
