NCT Number,Title,Acronym,Status,Study Results,Conditions,Interventions,Outcome Measures,Sponsor/Collaborators,Gender,Age,Phases,Enrollment,Funded Bys,Study Type,Study Designs,Other IDs,Start Date,Primary Completion Date,Completion Date,First Posted,Results First Posted,Last Update Posted,Locations,Study Documents,URL
NCT01624168,Effects of Tai Chi Chuan on Psychobiological Indicators of Anxiety and Sleep Quality in Young Adults,,Completed,Has Results,Anxiety,Behavioral: Anxiety Management Education|Behavioral: 10 week tai chi intervention|Behavioral: Enhanced tai chi instruction,Retention of Randomized Subjects During Intervention|Retention of Randomized Subjects for Follow-up|Adherence to Out-of-class Practice|Adherence to Practice After the Intervention|Change From Baseline in State Anxiety Scores|Change From Baseline in Pittsburgh Sleep Quality Index Scores,Appalachian State University,All,18 Years to 40 Years   (Adult),Not Applicable,75,Other,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,EBT Feasibility,Jan-13,Jun-14,Aug-14,20-Jun-12,29-Sep-15,8-Jan-16,"Appalachian State University, Boone, North Carolina, United States",,https://ClinicalTrials.gov/show/NCT01624168
NCT01624584,A Study Comparing Two Treatments for Child With Anxiety,,Completed,No Results Available,Anxiety,Behavioral: Experimental treatment|Behavioral: Traditional Treatment,Pediatric Anxiety Rating Scale|Pediatric Anxiety Rating Scales,Mayo Clinic,All,7 Years to 17 Years   (Child),Phase 3,15,Other,Interventional,Allocation: Randomized|Intervention Model: Factorial Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Treatment,11-008970,Jun-12,Aug-14,Aug-14,20-Jun-12,null,10-Apr-15,"Mayo Clinic in Rochester, Rochester, Minnesota, United States",,https://ClinicalTrials.gov/show/NCT01624584
NCT01622374,"Effects of ""Music for the Mind"" on Pre-operative Anxiety in Dentistry",,Completed,No Results Available,Dental Anxiety,Behavioral: Music,STAI Inventory|Heart rate|Systolic blood pressure|Diastolic blood pressure,Azad University of Medical Sciences,All,"17 Years to 70 Years   (Child, Adult, Older Adult)",Phase 2|Phase 3,120,Other,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Investigator, Outcomes Assessor)|Primary Purpose: Prevention",Aminpasha_CT0001,Jan-11,Mar-11,Apr-11,19-Jun-12,null,19-Jun-12,,,https://ClinicalTrials.gov/show/NCT01622374
NCT01621815,Variance of Video Games Playing Patterns Among Adolescents With Psychiatric Disorders,,Completed,No Results Available,ADHD|Conduct|Depression|Anxiety|PDD,Behavioral: Video Game,,Shalvata Mental Health Center,Male,"13 Years to 18 Years   (Child, Adult)",Not Applicable,46,Other,Interventional,Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Diagnostic,SH-12-13,Jul-12,Jan-15,Jan-15,18-Jun-12,null,20-May-15,"Shalvata MHC, Hod HaSharon, Israel",,https://ClinicalTrials.gov/show/NCT01621815
NCT01621828,Multimedia Information and Pre-operative Anxiety,MIPA,Terminated,No Results Available,Anxiety,Other: video|Other: leaflet,pre-operative anxiety,Imperial College London,All,"18 Years to 90 Years   (Adult, Older Adult)",Not Applicable,50,Other,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Participant)|Primary Purpose: Supportive Care,CRO1879,Jul-12,Aug-12,Aug-12,18-Jun-12,null,9-May-19,"Imperial College Healthcare NHS Trust Charing Cross Hospital, London, United Kingdom",,https://ClinicalTrials.gov/show/NCT01621828
NCT01616797,A Novel Neurobehavioral Intervention for Emotion Regulation in Anxiety and Depression Across the Lifespan,,Completed,No Results Available,"Depression, Anxiety|Cognitive Training|Emotion Training|Emotion Regulation",Behavioral: Computerized neurobehavioral intervention,Completion|Proximal outcomes|Distal outcomes,Stanford University,All,18 Years to 60 Years   (Adult),Not Applicable,68,Other,Interventional,Allocation: Randomized|Intervention Model: Single Group Assignment|Masking: Single (Participant)|Primary Purpose: Treatment,IRB-24813,Feb-14,Aug-18,Aug-18,12-Jun-12,null,7-Sep-18,"VA Palo Alto Health Care System (VAPAHCS), Palo Alto, California, United States|Stanford University Department of Pscyhiatry and Behavioral Sciences, Stanford, California, United States",,https://ClinicalTrials.gov/show/NCT01616797
NCT01617083,Antibiotic Treatment Trial for the PANDAS/PANS Phenotype,AZT,Completed,Has Results,PANS|PANDAS|Obsessive Compulsive Disorder (OCD),Drug: Azithromycin|Drug: Placebo,Children's Yale-Brown Obsessive Compulsive Scale (CY-BOCS)|Clinical Global Impressions-Severity OCD|Screen for Childhood Anxiety-Related Emotional Disorders (SCARED),University of South Florida|Massachusetts General Hospital,All,4 Years to 14 Years   (Child),Phase 2,47,Other,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",6119-128500|270332,May-12,Dec-14,Dec-14,12-Jun-12,10-Apr-18,10-Apr-18,"Rothman Center for Neuropsychiatry, Saint Petersburg, Florida, United States",,https://ClinicalTrials.gov/show/NCT01617083
NCT01614041,Tandospirone Citrate in the Treatment of Patients With Generalized Anxiety Disorder,TACGAD,Recruiting,No Results Available,Generalized Anxiety Disorder,Drug: Usual dose treatment of Tandospirone|Drug: Comparative high dose of tandospirone treatment,Hamilton Anxiety Scale (HAMA) score changes from baseline to 6 weeks treatment|HAMA factor score changes after treatment,"Sumitomo Pharmaceutical (Suzhou) Co., Ltd.",All,"18 Years to 65 Years   (Adult, Older Adult)",Phase 4,300,Industry,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,DSPC-SED-1101,Oct-11,Jul-19,Jul-19,7-Jun-12,null,17-Apr-19,"Shanghai Tongji Hospital, Shanghai, China",,https://ClinicalTrials.gov/show/NCT01614041
NCT01612104,Psychological First Aid With Children in a High Risk Group - a Repeated Single Case Design,,Completed,No Results Available,Post Traumatic Stress Disorder|Adjustment Disorder,Behavioral: Psychological First Aid,Children's Revised Impact of Event Scale (CRIES)|Child Post-Traumatic Cognition Inventory (CPTCI),NORCE Norwegian Research Centre AS,All,11 Years to 16 Years   (Child),Phase 1,11,Other,Interventional,Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,RKBU62,Mar-12,Jul-13,Aug-15,5-Jun-12,null,7-Dec-15,"The Children's House in Oslo, Oslo, Norway",,https://ClinicalTrials.gov/show/NCT01612104
NCT01612130,Valerian for Conscious Sedation in Patients Submitted to Impacted Lower Third Molars Surgery,,Completed,No Results Available,Dental Anxiety|Blood Pressure|Heart Rate,Drug: 100 mg of Valeriana officinalis L|Drug: Placebo 100mg,Signs and symptoms of anxiety|assessment of the blood pressure|Assesment of heart rate|Oxygen saturation|Side effects of drugs,"Federal University of the Valleys of Jequitinhonha and Mucuri|University of Campinas, Brazil",All,"18 Years and older   (Adult, Older Adult)",Not Applicable,20,Other,Interventional,"Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: Triple (Participant, Investigator, Outcomes Assessor)|Primary Purpose: Prevention",098/2002,Mar-03,Aug-03,Aug-03,5-Jun-12,null,6-Jun-12,"Oral-Maxillofacial Surgery Sector of the Piracicaba Dental School, Universidade Estadual de Campinas (Brazil), Piracicaba, São Paulo, Brazil",,https://ClinicalTrials.gov/show/NCT01612130
NCT01608295,Vilazodone for Treatment of Geriatric Depression,,Completed,Has Results,Major Depressive Disorder,Drug: Vilazodone; Viibryd|Drug: Paroxetine; Paxil,Hamilton Depression Rating Scale (HDRS)|UKU Side-effect Profile|Neurocognitive Measure: The Rey-Osterrieth Complex Figure Test|Changes in Proinflammatory Gene Expression From Baseline to Final Visit (up to 12 Weeks),"University of California, Los Angeles|Forest Laboratories",All,"60 Years and older   (Adult, Older Adult)",Phase 4,65,Other|Industry,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Treatment",VII-IT-02,Jul-12,Sep-15,Sep-15,31-May-12,9-May-17,10-May-18,"UCLA Semel Institute, Los Angeles, California, United States",,https://ClinicalTrials.gov/show/NCT01608295
NCT01606852,Testing the Feasibility of Patient Controlled Sedation for Ventilated ICU Patients,PCS,Completed,Has Results,Acute Respiratory Failure|Anxiety,Drug: Dexmedetomidine,Aggregate Sedative Exposure During PCS Use (up to 5 Days).|Number of Participants With Adverse Events,"University of Minnesota - Clinical and Translational Science Institute|National Institute of Nursing Research (NINR)|Hospira, now a wholly owned subsidiary of Pfizer",All,"18 Years and older   (Adult, Older Adult)",Phase 1|Phase 2,15,Other|NIH|Industry,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,IND 111693|R21NR012795,Mar-13,Jul-14,Jul-15,28-May-12,13-Mar-18,13-Mar-18,"University of Minnesota Medical Center, Minneapolis, Minnesota, United States",,https://ClinicalTrials.gov/show/NCT01606852
NCT01606592,Psychotherapy Outcome and Self-selection Effects in Panic Disorder,,"Active, not recruiting",No Results Available,Panic Disorder (With or Without Agoraphobia),Behavioral: Panic Control Treatment (PCT)|Behavioral: Panic-Focused Psychodynamic Psychotherapy (PFPP)|Other: Waiting-list,"Change on Panic Disorder Severity Scale (PDSS; Shear et al., 1997)|Change in occupational status|Change in absence from work due to sickness|Change on Mobility Inventory for Agoraphobia (MI, Chambless et al, 1985)|Change in health care utilization (number of medical contacts, and emergency visits, medication)|Change on Clinical Outcomes in Routine Evaluation Scale(CORE; Evans et al., 2000)|Change on Montgomery Asberg Depression Rating Scale (MADRS-S; Montgomery & Asberg, 1979)",Region Skane,All,18 Years to 60 Years   (Adult),Not Applicable,216,Other,Interventional,Allocation: Randomized|Intervention Model: Factorial Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,POSE,Jan-10,Jun-19,Jun-19,25-May-12,null,9-Jan-19,"Lund University, Lund, Sweden",,https://ClinicalTrials.gov/show/NCT01606592
NCT01604707,Medical Yoga for Patients With Stress-related Symptoms and Diagnoses,,Completed,No Results Available,Stress|Anxiety|Depression,Other: Medical Yoga,Perceived stress scale|Shirom-Melamed Burnout Questionnaire,Region Örebro County,All,"18 Years and older   (Adult, Older Adult)",Not Applicable,44,Other,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Investigator)|Primary Purpose: Treatment,MEDYOG 1,Mar-11,May-12,May-12,24-May-12,null,4-Oct-16,,,https://ClinicalTrials.gov/show/NCT01604707
NCT01605253,Eszopiclone for the Treatment of Posttraumatic Stress Disorder,,Completed,No Results Available,Posttraumatic Stress Disorders,Drug: Eszopiclone|Drug: Placebo,Symptoms of Posttraumatic Stress Disorder|Sleep disturbance|Memory recall bias|Inflammatory markers (cytokines),Rush University Medical Center|National Institute of Mental Health (NIMH),All,"18 Years to 65 Years   (Adult, Older Adult)",Phase 4,81,Other|NIH,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Treatment",1R34MH091338-01A1,Mar-12,Dec-15,Dec-15,24-May-12,null,15-Apr-16,"Center for Anxiety and Traumatic Stress Disorders at Rush, Chicago, Illinois, United States",,https://ClinicalTrials.gov/show/NCT01605253
NCT01599481,"Career Management to Improve Education, Employment and Retention for People With Anxiety and Depression",CAREER,Completed,No Results Available,Anxiety|Depression,Behavioral: Individual Career Management (ICM)|Behavioral: Standard Care,Length of Competitive Employment|Working Hours|Time to Employment|Salary|Number of Jobs|Job Terminations|Other occupational activity|Anxiety|Depression|Social Functioning|Health-related quality of Life|Work-related quality of Life|Self Esteem|Career Search Efficacy|Return to Work Efficacy|Productivity,South London and Maudsley NHS Foundation Trust,All,"18 Years to 65 Years   (Adult, Older Adult)",Phase 2,261,Other,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Investigator)|Primary Purpose: Health Services Research,SLAM-ICM-1011,Oct-11,Apr-14,Apr-14,16-May-12,null,20-Aug-15,"Southwark Psychological Therapies Service, London, United Kingdom",,https://ClinicalTrials.gov/show/NCT01599481
NCT01599598,Coherence Training for Military Personnel,,Completed,No Results Available,Stress,Behavioral: Progressive Muscle Relaxation|Behavioral: Coherence Advantage,Stress symptomatology|School performance|Attrition,"United States Naval Medical Center, San Diego",All,"Child, Adult, Older Adult",Not Applicable,192,U.S. Fed,Interventional,Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,NMCSD.2011.0130,Apr-12,Sep-14,Sep-14,16-May-12,null,19-Aug-16,"Surface Warfare Medicine Institute, San Diego, California, United States",,https://ClinicalTrials.gov/show/NCT01599598
NCT01599624,Stress Resilience Training System,SRTS,Completed,No Results Available,Stress|Anxiety|Depression|PTSD,Behavioral: Stress Resilience Training System (SRTS)|Behavioral: Progressive Muscle Relaxation (PMR),Perceived Stress Scale-10|Pittsburgh Sleep Quality Index (PSQI)|Generalized Anxiety Disorder Measure (GAD-7)|PTSD Checklist -Civilian Version (PCL-C)|Patient Health Questionnaire (PHQ-9)|Response to Stressful Experiences Scale (RSES)|Brief COPE|Unit Support|Quality of Life Scale (QOLS)|Performance Indicator|Attrition Rate,"United States Naval Medical Center, San Diego|Office of Naval Research (ONR)|Perceptronics Solutions",All,"18 Years to 65 Years   (Adult, Older Adult)",Not Applicable,68,U.S. Fed|Other,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Prevention,NMCSD.2012.0032,Oct-12,May-15,May-15,16-May-12,null,19-Aug-16,,,https://ClinicalTrials.gov/show/NCT01599624
NCT01599143,Identifying Therapeutic Factors in an 8-Week (30 Hour) Mindfulness-Based Stress Reduction (MBSR) Program,mbsr,Completed,No Results Available,Cancer|Diabetes|Hypertension,Behavioral: Teaching Mindfulness-based Stress Reduction strategies,PSS-10|Toronto Mindfulness Scale (TMS),North York General Hospital,All,"18 Years and older   (Adult, Older Adult)",Phase 1,135,Other,Interventional,Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Health Services Research,NYGH REB # 09-0041,Jan-09,Mar-12,Apr-12,15-May-12,null,15-May-12,,,https://ClinicalTrials.gov/show/NCT01599143
NCT01596608,"Magnetic Seizure Therapy (MST) for Treatment Resistant Depression, Schizophrenia, and Obsessive Compulsive Disorder",,Recruiting,No Results Available,Depressive Disorder|Schizophrenia|Schizoaffective Disorder|Obsessive-Compulsive Disorder,Device: Magnetic Seizure Therapy (MagPro MST),"Score on rating scale that corresponds to diagnosis: i) Hamilton Rating Scale for Depression, 24-item (HRSD-24); or ii) Yale-Brown Obsessive Compulsive Scale (Y-BOCS); or iii) Brief Psychiatric Rating Scale (BPRS)|Score on rating scale that corresponds to diagnosis: i) HRSD-24; or ii) Y-BOCS; or iii) BPRS|Cognitive Functioning|Neuroimaging (brain structure and activity)","Centre for Addiction and Mental Health|University Health Network, Toronto",All,"18 Years to 85 Years   (Adult, Older Adult)",Not Applicable,250,Other,Interventional,Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,145-2010,Feb-12,Nov-19,Aug-20,11-May-12,null,9-Jan-19,"Centre for Addiction and Mental Health, Toronto, Ontario, Canada",,https://ClinicalTrials.gov/show/NCT01596608
NCT01595568,Prevention and Reduction of Alcohol and Drug Problems in a Clinical Psychiatric Youth Population,,Unknown status,No Results Available,Alcohol Abuse|Drug Abuse|Mood Disorder|Anxiety Disorder|Conduct Disorder,Behavioral: Personality-targeted interventions,Change in Binge drinking frequency|Change in Drinking frequency|Change in Drinking quantity|Change in Drinking problems|Change in Emotional and behavioural problems,St. Justine's Hospital,All,14 Years to 17 Years   (Child),Not Applicable,60,Other,Interventional,Allocation: Randomized|Intervention Model: Factorial Assignment|Masking: None (Open Label)|Primary Purpose: Prevention,CER CHU Ste-Justine 3435,Feb-12,Jul-12,null,10-May-12,null,19-Jul-12,"CHU Ste-Justine, Montréal, Quebec, Canada",,https://ClinicalTrials.gov/show/NCT01595568
NCT01594606,Randomized Control Trial of an Animal-Assisted Intervention With Adjudicated Youth,,Completed,No Results Available,Conduct Disorder|Depression|Anxiety,Behavioral: Animal-assisted intervention,Change in Internalizing and Externalizing Symptoms as measured by the Achenbach Child Behavior Checklist-Teacher Report and Youth Self Report forms|Change in empathy toward other people,Wayne State University|Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD),All,14 Years to 17 Years   (Child),Phase 3,150,Other|NIH,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,R03HD070621,May-12,Aug-14,Jun-15,9-May-12,null,9-Dec-15,"Macomb County Juvenile Justice Center, Mt. Clemens, Michigan, United States",,https://ClinicalTrials.gov/show/NCT01594606
NCT01591408,EEG Biofeedback Therapy as an Adjunct Treatment for PTSD,,Completed,Has Results,PTSD|Anxiety|Trauma|Sleep Disorders,Device: EEG biofeedback,Improved Symptom Ratings,"United States Naval Medical Center, San Diego|Naval Health Research Center",Male,18 Years to 40 Years   (Adult),Not Applicable,68,U.S. Fed,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Participant)|Primary Purpose: Treatment,NMCSD.2012.0042,May-12,Oct-13,Oct-13,4-May-12,20-Dec-16,20-Dec-16,"OASIS PTSD program, San Diego, California, United States",,https://ClinicalTrials.gov/show/NCT01591408
NCT01591720,Tailored Internet-delivered Cognitive Behaviour Therapy in Primary Care,TAYLOR2,Completed,No Results Available,Depression|Anxiety Disorders,Behavioral: Tailored Internet-based CBT for depression and anxiety,Patient Health Questionnaire 9 (PHQ-9)|Generalised Anxiety Disorder Assessment 7 (GAD-7),Linkoeping University,All,"18 Years and older   (Adult, Older Adult)",Not Applicable,64,Other,Interventional,Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,GA-VR-DEP-2,Sep-10,Aug-11,Aug-11,4-May-12,null,4-May-12,"Linköping University, Department of Behavioral Sciences and Learning, Linköping, Sweden",,https://ClinicalTrials.gov/show/NCT01591720
NCT01590524,Feasibility Study on the Effect of Complementary Methods as Supportive Interventions for Parents of Children With Cancer,,Completed,No Results Available,Anxiety|Stress|Mood|Coping,Behavioral: Guided Imagery and Progressive Muscle Relaxation,Changes in the number of Participants with anxiety|Changes in the number of Participants with mood changes|stress level with Biodots,Cyprus University of Technology,All,"Child, Adult, Older Adult",Not Applicable,52,Other,Interventional,Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: None (Open Label)|Primary Purpose: Supportive Care,AC-GIPMRL-87,Apr-12,Sep-14,Oct-14,3-May-12,null,8-Oct-14,"Archbishob Makarios Hospital, Nicosia, Cyprus",,https://ClinicalTrials.gov/show/NCT01590524
NCT01589913,REmote Web Assisted Care for Heart Failure Patients With Implantable Cardioverter Defibrillators,REACH-ICD,Completed,No Results Available,Anxiety|Depression|Quality of Life,Behavioral: ICD-Forum,"change of psychosocial well-being (combined score for measures of anxiety, depression, and quality of life) from week 1 (T1) to one week after (T2) the 6-weeks prevention program|1. Health status 2. ICD-related trauma 3. Life-style factors 4. ICD-Related concerns 5. Psychological well-being 6. Type-D personality 7. Social support 8. Economic efficiency|psychophysiological parameters: heart rate variability|biometric markers: 1. proinflammatory cytokines 2. coagulation parameters",Wuerzburg University Hospital|University of Wuerzburg|Campus Bad Neustadt|Hospital Rothenburg ob der Tauber|University Hospital Brandenburg|Klinikum Aschaffenburg-Alzenau|Klinikum Bad Woerishofen|University of Leipzig,All,"18 Years to 75 Years   (Adult, Older Adult)",Not Applicable,118,Other,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Prevention,UKW-CHFC-G2,May-12,Jul-15,Aug-16,2-May-12,null,1-May-19,"Klinik Bad Wörishofen, Bad Wörishofen, Bavaria, Germany|Department of Cardiology, Center of Cardiovascular Medicine, Bad Neustadt An Der Saale, BY, Germany|Department of Internal Medicine, Krankenhaus Rothenburg ob der Tauber, Rothenburg ob der Tauber, BY, Germany|University of Wuerzburg, Wuerzburg, BY, Germany|Wuerzburg University Hospital, Department of Medicine I (Cardiology), Wuerzburg, BY, Germany|Klinikum Aschaffenburg-Alzenau, Aschaffenburg, Hessen, Germany|Klinik für Kardiologie und Pulmologie, Medizinische Hochschule Brandenburg, Brandenburg, Germany",,https://ClinicalTrials.gov/show/NCT01589913
NCT01585896,Self-Help Group for the Treatment of Hoarding Disorder,,Recruiting,No Results Available,Hoarding Disorder,Other: Self-Help Group,Hoarding Rating Scale,University of Miami,All,"18 Years and older   (Adult, Older Adult)",Not Applicable,60,Other,Interventional,Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,20111146,Apr-12,Apr-21,Jun-21,26-Apr-12,null,5-Mar-19,"University of Miami, Coral Gables, Florida, United States",,https://ClinicalTrials.gov/show/NCT01585896
NCT01583296,LUCHAR - Latinos Using Counseling for Help With Asthma and Anxiety Reduction,LUCHAR,Completed,No Results Available,Asthma|Panic Disorder,Behavioral: Music Relaxation Therapy (MRT)|Behavioral: CBT and HRVB,Change in severity of panic disorder as measured by the Panic Disorder Severity Scale|Frequency of asthma medication use|Asthma control as measured by the Asthma Control Questionnaire|Treatment responder as measured by Clinical Global Impression Scale|Adherence to controller medications for asthma as measured by the Medication Adherence Report Scale,Albert Einstein College of Medicine|National Institute of Mental Health (NIMH),All,"18 Years and older   (Adult, Older Adult)",Not Applicable,53,Other|NIH,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",2009-223|R34MH087679,Jul-10,Dec-13,Dec-13,24-Apr-12,null,24-Jul-18,"Jacobi Medical Center/North Central Bronx Hospital (NBHN), Bronx, New York, United States|Montefiore Medical Center: Moses Division/Weiler Division, Bronx, New York, United States",,https://ClinicalTrials.gov/show/NCT01583296
NCT01582815,A Study of JNJ-40411813 as Supplementary Treatment to an Antidepressant in Adults With Depression and Anxiety Symptoms,,Completed,No Results Available,Major Depressive Disorder,Drug: JNJ-40411813|Drug: Placebo,"The change from baseline to endpoint on the Hamilton Anxiety Rating scale (HAM-A6) score|The change from baseline to endpoint on the Hamilton Depression Rating Scale (HDRS17) total score|The change from baseline to endpoint on the SIGH-A (Structured Interview Guide of the Hamilton Anxiety Scale 14-item HAM-A) total score|The change from baseline to endpoint in the Clinical Global Impression - Improvement (CGI-I) scale|The change from baseline to endpoint in the Hamilton Depression Rating Scale (HDRS17) anxiety/somatization factor total score|The change from baseline to endpoint in the HAM-D6 score|The change from baseline to endpoint in the Inventory of Depressive Symptomatolgy -Clinician rated (IDS-C30) total score|The change from baseline to endpoint in the Inventory of Depressive Symptomatology - Clinician-Rated (IDS-C30) anxiety subscale|The change from baseline to Week 4 in the Work Limitations Questionnaire (WLQ)|The change from baseline to endpoint on the Perceived Stress Scale (PSS)|The change from baseline to endpoint in the Profile of Moods Scale-Brief Form (POMS-BF)|The change from baseline to endpoint on the Medical Outcomes Study- 12-item Sleep Scale Acute - Revised (MOS Sleep-R)|The number of patients with a Hamilton Depression Rating Scale (HDRS17) anxiety/somatization factor score ≥7 at Week 4|The number and percentage of patients with either ≥50% or ≥30% improvement on the HDRS17 total score at Week 4, and number and percentage of patients with HDRS 17 total score ≤ 7 at week 4|The number of patients at Week 4 with ≥ 50% improvement on the SIGH-A (Structured Interview Guide of the Hamilton Anxiety Scale 14-item HAM-A) total score","Janssen Research & Development, LLC",All,18 Years to 64 Years   (Adult),Phase 2,121,Industry,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Treatment",CR100851|40411813DAX2001|2011-006121-26,Sep-12,Nov-13,Nov-13,23-Apr-12,null,16-Jun-15,"Bourgas, Bulgaria|Kazanlak, Bulgaria|Rousse, Bulgaria|Sofia, Bulgaria|Varna, Bulgaria|Baja, Hungary|Budapest, Hungary|Gyõr, Hungary|Kalocsa, Hungary|Chisinau, Moldova, Republic of|Arad, Romania|Iasi, Romania|Nizny Novgorod, Russian Federation|Saratov, Russian Federation|St Petersburg, Russian Federation|St-Peterburg, Russian Federation|St-Petersburg, Russian Federation|Tomsk, Russian Federation|Donetsk, Ukraine|Glevakha, Ukraine|Kharkiv, Ukraine|Kiev, Ukraine|Lviv, Ukraine|Odessa, Ukraine|Smela, Ukraine|Uzhgorod, Ukraine|Village Stepanovka Kherson, Ukraine",,https://ClinicalTrials.gov/show/NCT01582815
NCT01577290,"An Internet-administered, Mindfulness Training Program for the Treatment of Anxiety",,Completed,No Results Available,Anxiety|Depression|Insomnia,Behavioral: Internet-administered Mindfulness Training Program|Behavioral: Discussion group,Change from baseline in Beck Anxiety Inventory (BAI)|Change from baseline in Beck Depression Inventory (BDI)|Change from baseline in Quality Of Life Inventory (QOLI)|Change from baseline in Insomnia Severity Index (ISI),Umeå University,All,"18 Years and older   (Adult, Older Adult)",Not Applicable,91,Other,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,IMA,Mar-12,Jun-13,Mar-14,13-Apr-12,null,1-Nov-16,"Department of Psychology, Umeå University, Umeå, Västerbotten, Sweden",,https://ClinicalTrials.gov/show/NCT01577290
NCT01577303,Treatment of Social Phobia With Cognitive Bias Modification,,Completed,No Results Available,Social Phobia,Behavioral: Cognitive bias modification training program variant 1|Behavioral: Cognitive bias modification training program variant 2|Behavioral: CBM training program variant 3|Behavioral: CBM training program variant 4|Behavioral: Control training variant 1|Behavioral: Control training variant 2,Change from baseline in Liebowitz Social Anxiety Scale Self-Rated (LSAS-SR)|Change from baseline in Quality Of Life Inventory (QOLI)|Change from baseline in Montgomery-Åsberg Depression Rating Scale (MADRS)|Change from baseline in Social Phobia Scale + Social Interaction Anxiety Scale,Umeå University,All,"18 Years and older   (Adult, Older Adult)",Not Applicable,129,Other,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Treatment",Attention training,Apr-12,Sep-13,Oct-13,13-Apr-12,null,1-Nov-16,"Department of Psychology, Umeå University, Umeå, Västerbotten, Sweden",,https://ClinicalTrials.gov/show/NCT01577303
NCT01577329,Mindfulness Mediation Intervention in Chronic Obstructive Pulmonary Disease (COPD),,Completed,Has Results,Chronic Obstructive Pulmonary Disease,Behavioral: Mindfulness meditation,Changes in Respiratory Rate,University of Michigan,All,"40 Years to 99 Years   (Adult, Older Adult)",Not Applicable,41,Other,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Supportive Care,um-nursing-meditation,Oct-11,May-13,Jul-15,13-Apr-12,2-Aug-17,2-Aug-17,"University of Michigan, Ann Arbor, Michigan, United States",,https://ClinicalTrials.gov/show/NCT01577329
NCT01574014,Glucocorticoid Treatment for Social Phobia,,Terminated,No Results Available,Phobic Disorders|Phobias,Behavioral: CBGT|Drug: Hydrocortisone|Drug: Placebo,Change from baseline in spider phobia symptoms / social phobia symptoms|Change from baseline in state and trait anxiety|Change from baseline in personality traits|Change from baseline in amygdala activation,"University Hospital Inselspital, Berne|University of Basel",All,20 Years to 55 Years   (Adult),Phase 2,66,Other,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Care Provider, Investigator)|Primary Purpose: Treatment",161/07|32003B_124947|2008DR2002,Jul-09,Mar-12,Apr-12,10-Apr-12,null,5-Dec-12,"Dep. of Psychiatric Neurophysiology, University Hospital of Psychiatry, University of Bern, Bern, Switzerland",,https://ClinicalTrials.gov/show/NCT01574014
