"","ApplNo","SubmissionClassCodeID.x","SponsorName","NAME_EDIT","EMPLOYEES","ESTIMATED","Orig_App_Date","SubmissionClassCodeID.y","SubmissionNo","SubmissionStatusDate","ReviewPriority.y","DAY_DELAY","SURVIVAL","NDA","ORIG_PRIORITY","DrugName","ActiveIngredient"
"314",204819,7,"BAYER HLTHCARE","BAYER HEALTHCARE",99592,0,2013-10-08,3,2,2014-05-06,"STANDARD",210,1,1,0,"adempas","riociguat"
"315",204820,12,"HIKMA INTL PHARMS","HIKMA PHARMS",8464,0,2014-09-26,NA,NA,NA,NA,1767,0,1,0,"mitigare","colchicine"
"316",204822,15,"NOVARTIS PHARMS CORP","NOVARTIS",118393,0,2014-05-15,NA,NA,NA,NA,1901,0,1,0,"izba","travoprost"
"317",204824,15,"ANTARES PHARMA INC","ANTARES PHARMA INC",110,0,2013-10-11,NA,NA,NA,NA,2117,0,1,0,"otrexup","methotrexate"
"318",204824,15,"ANTARES PHARMA INC","ANTARES PHARMA INC",110,0,2013-10-11,NA,NA,NA,NA,2117,0,1,0,"otrexup pfs","methotrexate"
"319",204824,15,"ANTARES PHARMA INC","ANTARES PHARMA INC",110,0,2013-10-11,NA,NA,NA,NA,2117,0,1,0,"otrexup","methotrexate"
"320",204824,15,"ANTARES PHARMA INC","ANTARES PHARMA INC",110,0,2013-10-11,NA,NA,NA,NA,2117,0,1,0,"otrexup pfs","methotrexate"
"321",204824,2,"ANTARES PHARMA INC","ANTARES PHARMA INC",110,0,2013-10-11,NA,NA,NA,NA,2117,0,1,0,"otrexup","methotrexate"
"322",204824,2,"ANTARES PHARMA INC","ANTARES PHARMA INC",110,0,2013-10-11,NA,NA,NA,NA,2117,0,1,0,"otrexup pfs","methotrexate"
"323",204824,2,"ANTARES PHARMA INC","ANTARES PHARMA INC",110,0,2013-10-11,NA,NA,NA,NA,2117,0,1,0,"otrexup","methotrexate"
"324",204824,2,"ANTARES PHARMA INC","ANTARES PHARMA INC",110,0,2013-10-11,NA,NA,NA,NA,2117,0,1,0,"otrexup pfs","methotrexate"
"325",204886,7,"ARALEZ PHARMS","ARALEZ PHARMS",0,1,2014-05-08,3,2,2015-04-16,"STANDARD",343,1,1,0,"zontivity","vorapaxar sulfate"
"326",204914,15,"MYLAN LABS","MYLAN",35000,0,2014-02-04,4,1,2015-05-14,"",464,1,1,0,"lamivudine; zidovudine","lamivudine; zidovudine"
"327",204915,12,"MYLAN LABS LTD","MYLAN",35000,0,2014-10-23,NA,NA,NA,NA,1740,0,1,0,"abacavir and lamivudine","abacavir;lamivudine"
"328",204977,15,"OSMOTICA","OSMOTICA",104,0,2014-04-23,4,1,2014-10-30,"STANDARD",190,1,1,0,"omtryg","omega-3-acid ethyl esters type a"
"329",205003,14,"MARINA BIOTECH","MARINA BIOTECH",24,0,2015-01-21,3,1,2015-08-25,"STANDARD",216,1,1,0,"prestalia","amlodipine besylate; perindopril arginine"
"330",205004,15,"FRESENIUS KABI USA","FRESENIUS KABI USA",232873,1,2017-11-06,3,2,2018-07-12,"STANDARD",248,1,1,0,"bortezomib","bortezomib"
"331",205029,17,"BELCHER PHARMS LLC","BELCHER PHARMS LLC",61,1,2014-07-29,2,1,2015-10-23,"STANDARD",451,1,1,0,"epinephrine","epinephrine"
"332",205040,15,"CIPLA LIMITED","CIPLA",12235,0,2015-03-29,NA,NA,NA,NA,1583,0,1,1,"ritonavir","ritonavir"
"333",205053,12,"MERCK SHARP DOHME","MERCK",69000,0,2013-11-25,3,1,2014-06-11,"STANDARD",198,1,1,0,"noxafil","posaconazole"
"334",205060,15,"ASTRAZENECA PHARMS","ASTRAZENECA",59700,0,2014-05-05,4,1,2016-05-27,"STANDARD",753,1,1,0,"epanova","omega-3-carboxylic acids"
"335",205065,12,"BIOMARIN PHARM","BIOMARIN PHARM",2849,0,2013-12-19,4,1,2015-10-28,"STANDARD",678,1,1,0,"kuvan","sapropterin dihydrochloride"
"336",205098,15,"PROVENSIS","BTG INTERNATIONAL INC",1510,0,2013-11-25,4,1,2014-06-26,"STANDARD",213,1,1,0,"varithena","polidocanol"
"337",205103,14,"GENUS LIFESCIENCES","GENUS LIFESCIENCES",0,1,2016-09-14,3,1,2017-10-04,"STANDARD",385,1,1,0,"yosprala","aspirin; omeprazole"
"338",205108,12,"ARBOR PHARMS LLC","ARBOR PHARMS LLC",550,1,2014-10-22,4,1,2015-06-16,"STANDARD",237,1,1,0,"sotylize","sotalol hydrochloride"
"339",205109,15,"VIFOR FRESENIUS","VIFOR FRESENIUS",0,1,2013-11-27,3,1,2014-09-24,"STANDARD",301,1,1,0,"velphoro","sucroferric oxyhydroxide"
"340",205122,12,"UPSHER SMITH LABS","UPSHER SMITH LABS",10000,1,2014-03-11,2,1,2015-03-30,"STANDARD",384,1,1,0,"qudexy xr","topiramate"
"341",205123,7,"JANSSEN PRODS","JANSSEN",135100,0,2013-11-22,3,1,2013-12-05,"STANDARD",13,1,1,1,"olysio","simeprevir sodium"
"342",205175,12,"GLENMARK","GLENMARK",13500,1,2013-10-24,4,1,2016-08-01,"STANDARD",1012,1,1,0,"ecoza","econazole nitrate"
"343",205208,15,"TEVA PHARMS USA","TEVA",42535,0,2013-10-11,3,1,2014-07-18,"901 REQUIRED",280,1,1,0,"desvenlafaxine","desvenlafaxine fumarate"
"344",205223,15,"CHEMO RESEARCH SL","CHEMO RESEARCH SL",0,1,2014-03-24,3,1,2014-12-14,"STANDARD",265,1,1,0,"nuvessa","metronidazole"
"345",205266,7,"SUN PHARMA GLOBAL","SUN PHARMA GLOBAL",30000,0,2015-07-24,3,3,2016-02-17,"STANDARD",208,1,1,0,"odomzo","sonidegib phosphate"
"346",205352,14,"BAYER HLTHCARE","BAYER HEALTHCARE",99592,0,2014-01-17,3,1,2014-08-28,"STANDARD",223,1,1,0,"aleve pm","diphenhydramine hydrochloride; naproxen sodium"
"347",205353,7,"NOVARTIS PHARMS CORP","NOVARTIS",118393,0,2015-02-23,3,1,2016-06-06,"STANDARD",469,1,1,1,"farydak","panobinostat lactate"
"348",205355,14,"HETERO LABS LTD III","HETERO DRUGS",0,1,2014-03-14,NA,NA,NA,NA,1963,0,1,0,"lamivudine; tenofovir disoproxil fumarate; nevirapine","lamivudine; tenofovir disoproxil fumarate; nevirapine"
"349",205382,15,"GLAXO GRP ENGLAND","GLAXOSMITHKLINE",99827,0,2014-04-30,2,2,2016-02-24,"STANDARD",665,1,1,0,"incruse ellipta","umeclidinium bromide"
"350",205383,12,"INTERPHARMA PRAHA AS","OTSUKA PHARM CO LTD",31787,0,2015-03-26,NA,NA,NA,NA,1586,0,1,0,"oraltag","iohexol"
"351",205388,14,"OMEROS","OMEROS",154,0,2014-05-30,4,1,2015-05-21,"STANDARD",356,1,1,0,"omidria","ketorolac tromethamine; phenylephrine hydrochloride"
"352",205389,15,"MICRO LABS LTD INDIA","MICRO LABS LTD",0,1,2018-02-23,NA,NA,NA,NA,521,0,1,0,"efavirenz","efavirenz"
"353",205395,14,"JANSSEN PRODS","JANSSEN",135100,0,2015-01-29,3,1,2016-03-31,"STANDARD",427,1,1,1,"prezcobix","cobicistat; darunavir ethanolate"
"354",205410,15,"PIERRE FABRE DERMA","PIERRE FABRE DERMA",13500,1,2014-03-14,4,1,2015-05-18,"STANDARD",430,1,1,0,"hemangeol","propranolol hydrochloride"
"355",205422,7,"OTSUKA PHARM CO LTD","OTSUKA PHARM CO LTD",31787,0,2015-07-10,NA,NA,NA,NA,1480,0,1,0,"rexulti","brexpiprazole"
"356",205422,7,"OTSUKA PHARM CO LTD","OTSUKA PHARM CO LTD",31787,0,2015-07-10,NA,NA,NA,NA,1480,0,1,0,"rexulti","brexpiprazole"
"357",205422,2,"OTSUKA PHARM CO LTD","OTSUKA PHARM CO LTD",31787,0,2015-07-10,NA,NA,NA,NA,1480,0,1,0,"rexulti","brexpiprazole"
"358",205422,2,"OTSUKA PHARM CO LTD","OTSUKA PHARM CO LTD",31787,0,2015-07-10,NA,NA,NA,NA,1480,0,1,0,"rexulti","brexpiprazole"
"359",205425,15,"CIPLA LTD","CIPLA",12235,0,2015-05-21,NA,NA,NA,NA,1530,0,1,1,"lopinavir and ritonavir","lopinavir;ritonavir"
"360",205433,15,"PULMOFLOW INC","PULMOFLOW INC",0,1,2014-12-02,4,1,2016-11-18,"STANDARD",717,1,1,0,"kitabis pak","tobramycin"
"361",205434,18,"GLAXOSMITHKLINE CONS","GLAXOSMITHKLINE",99827,0,2014-07-23,4,2,2015-09-22,"STANDARD",426,1,1,0,"flonase allergy relief","fluticasone propionate"
"362",205435,7,"CUBIST PHARMS LLC","CUBIST PHARMS LLC",873,0,2014-06-20,3,1,2015-03-04,"STANDARD",257,1,1,1,"sivextro","tedizolid phosphate"
"363",205437,7,"CELGENE CORP","CELGENE",8852,0,2014-03-21,4,1,2014-07-22,"STANDARD",123,1,1,0,"otezla","apremilast"
"364",205474,14,"SOVEREIGN PHARMS","SOVEREIGN PHARMS",92,1,2014-11-14,4,1,2015-06-19,"STANDARD",217,1,1,0,"obredon","guaifenesin; hydrocodone bitartrate"
"365",205488,15,"AYTU","AYTU",57,0,2014-05-28,3,1,2015-05-11,"STANDARD",348,1,1,0,"natesto","testosterone"
"366",205489,12,"NEOS THERAPS INC","NEOS THERAPS",81,0,2017-06-19,NA,NA,NA,NA,770,0,1,0,"cotempla xr-odt","methylphenidate"
"367",205493,14,"MICRO LABS LTD","MICRO LABS LTD",0,1,2018-01-25,NA,NA,NA,NA,550,0,1,0,NA,NA
"368",205494,7,"GENZYME CORP","SANOFI",106859,0,2014-08-19,4,1,2014-11-05,"PRIORITY",78,1,1,1,"cerdelga","eliglustat tartrate"
"369",205508,14,"EMCURE PHARMS LTD","EMCURE PHARMS LTD",57,1,2014-03-17,NA,NA,NA,NA,1960,0,1,1,"atazanavir sulfate; ritonavir","atazanavir sulfate; ritonavir"
"370",205525,12,"INSYS DEV CO INC","INSYS DEV CO INC",423,0,2016-07-01,4,1,2016-12-08,"",160,1,1,0,"syndros","dronabinol"
"371",205551,14,"VIIV HLTHCARE","VIIV HLTHCARE",3,1,2014-08-22,4,1,2015-06-15,"STANDARD",297,1,1,0,"triumeq","abacavir sulfate; dolutegravir sodium; lamivudine"
"372",205552,7,"PHARMACYCLICS INC","PHARMACYCLICS INC",607,0,2013-11-13,NA,NA,NA,NA,2084,0,1,1,"imbruvica","ibrutinib"
"373",205552,7,"PHARMACYCLICS INC","PHARMACYCLICS INC",607,0,2014-02-12,NA,NA,NA,NA,1993,0,1,1,"imbruvica","ibrutinib"
"374",205552,2,"PHARMACYCLICS INC","PHARMACYCLICS INC",607,0,2014-02-12,NA,NA,NA,NA,1993,0,1,1,"imbruvica","ibrutinib"
"375",205555,15,"NOVATECH SA","NOVATECH SA",0,1,2017-05-01,NA,NA,NA,NA,819,0,1,0,"steritalc","talc"
"376",205572,15,"FRESENIUS KABI USA","FRESENIUS KABI USA",232873,1,2015-04-03,4,1,2016-03-24,"STANDARD",356,1,1,0,"moxifloxacin hydrochloride","moxifloxacin hydrochloride"
"377",205579,12,"EAGLE PHARMS","EAGLE PHARMS",77,0,2014-07-22,4,1,2015-10-01,"PRIORITY",436,1,1,1,"ryanodex","dantrolene sodium"
"378",205580,15,"EAGLE PHARMS","EAGLE PHARMS",77,0,2018-05-15,3,2,2018-08-31,"STANDARD",108,1,1,0,"belrapzo","bendamustine hydrochloride"
"379",205582,15,"SUN PHARMA GLOBAL","SUN PHARMA GLOBAL",30000,0,2014-01-23,4,1,2014-08-14,"STANDARD",203,1,1,0,"decitabine","decitabine"
"380",205596,12,"MERCK SHARP DOHME","MERCK",69000,0,2014-03-13,3,1,2015-11-13,"STANDARD",610,1,1,1,"noxafil","posaconazole"
"381",205596,12,"MERCK SHARP DOHME","MERCK",69000,0,2014-03-13,3,3,2015-11-13,"STANDARD",610,1,1,1,"noxafil","posaconazole"
"382",205598,7,"NOVO","NOVO NORDISC",41971,0,2017-12-20,NA,NA,NA,NA,586,0,1,0,"macrilen","macimorelin acetate"
"383",205613,12,"VALEANT PHARMS INTL","BAUSCH AND LOMB",21100,0,2014-10-07,4,1,2015-11-13,"STANDARD",402,1,1,0,"uceris","budesonide"
"384",205625,15,"GLAXOSMITHKLINE","GLAXOSMITHKLINE",99827,0,2014-08-20,3,1,2015-03-20,"STANDARD",212,1,1,0,"arnuity ellipta","fluticasone furoate"
"385",205626,14,"MICRO LABS","MICRO LABS LTD",0,1,2018-08-13,NA,NA,NA,NA,350,0,1,0,"lamivudine, nevirapine and zidovudine","lamivudine; nevirapine; zidovudine"
"386",205636,12,"TEVA BRANDED PHARM","TEVA",42535,0,2015-03-31,4,1,2015-07-30,"STANDARD",121,1,1,0,"proair respiclick","albuterol sulfate"
"387",205636,12,"TEVA BRANDED PHARM","TEVA",42535,0,2015-03-31,4,1,2015-07-30,"STANDARD",121,1,1,0,"proair digihaler","albuterol sulfate"
"388",205636,12,"TEVA BRANDED PHARM","TEVA",42535,0,2015-03-31,4,2,2015-07-30,"STANDARD",121,1,1,0,"proair respiclick","albuterol sulfate"
"389",205636,12,"TEVA BRANDED PHARM","TEVA",42535,0,2015-03-31,4,2,2015-07-30,"STANDARD",121,1,1,0,"proair digihaler","albuterol sulfate"
"390",205637,12,"BDSI","BIODELIVERY SCIENCES",99,0,2014-06-06,21,4,2015-02-12,"N/A",251,1,1,0,"bunavail","buprenorphine hydrochloride; naloxone hydrochloride"
"391",205641,10,"MERCK SHARP DOHME","MERCK",69000,0,2014-04-25,3,2,2015-06-16,"STANDARD",417,1,1,0,"asmanex hfa","mometasone furoate"
"392",205645,15,"FRESENIUS KABI USA","FRESENIUS KABI USA",232873,1,2016-12-01,3,1,2017-08-15,"STANDARD",257,1,1,0,"tigecycline","tigecycline"
"393",205649,14,"ASTRAZENECA AB","ASTRAZENECA",59700,0,2014-10-29,4,1,2015-09-01,"STANDARD",307,1,1,0,"xigduo xr","dapagliflozin; metformin hydrochloride"
"394",205677,7,"VANDA PHARMS INC","VANDA PHARMS INC",142,0,2014-01-31,3,1,2014-12-12,"STANDARD",315,1,1,1,"hetlioz","tasimelteon"
"395",205692,15,"ELI LILLY AND CO","ELI LILLY",38680,0,2015-12-16,3,5,2016-06-01,"STANDARD",168,1,1,0,"basaglar","insulin glargine"
"396",205703,15,"HQ SPCLT PHARMA","HQ SPCLT PHARMA",0,1,2016-04-07,NA,NA,NA,NA,1208,0,1,0,"esmolol hydrochloride in plastic container","esmolol hydrochloride"
"397",205703,15,"HQ SPCLT PHARMA","HQ SPCLT PHARMA",0,1,2016-04-07,NA,NA,NA,NA,1208,0,1,0,"esmolol hydrochloride double strength in plastic container","esmolol hydrochloride"
"398",205704,23,"AIR LIQUIDE AMERICA SPECIALITY GASES","AIR LIQUIDE",11,1,2013-06-16,NA,NA,NA,NA,2234,0,1,0,"nitrious oxide, usp","nitrious oxide"
"399",205711,23,"AIR LIQUIDE AMERICA SPECIALITY GASES","AIR LIQUIDE",11,1,2013-06-16,NA,NA,NA,NA,2234,0,1,0,"medical air, usp","medical air"
"400",205712,23,"AIR LIQUID INDUSTRIAL US LP","AIR LIQUIDE",11,1,2013-06-16,NA,NA,NA,NA,2234,0,1,0,"oxygen, usp","oxygen"
"401",205713,23,"AIR LIQUID INDUSTRIAL US LP","AIR LIQUIDE",11,1,2013-06-16,NA,NA,NA,NA,2234,0,1,0,"oxygen, usp","oxygen"
"402",205718,8,"HELSINN HLTHCARE","HELSINN HLTHCARE",289,1,2014-10-10,4,1,2015-02-16,"STANDARD",129,1,1,0,"akynzeo","netupitant; palonosetron hydrochloride"
"403",205737,23,"AIR LIQUIDE LARGE INDUSTRIES US LP","AIR LIQUIDE",11,1,2013-06-23,NA,NA,NA,NA,2227,0,1,0,"oxygen, usp","oxygen"
"404",205738,23,"AIR LIQUIDE LARGE INDUSTRIES US LP","AIR LIQUIDE",11,1,2013-06-23,NA,NA,NA,NA,2227,0,1,0,"nitrogen, nf","nitrogen"
"405",205739,7,"RELYPSA INC","RELYPSA INC",429,0,2015-10-21,4,4,2016-05-10,"STANDARD",202,1,1,0,"veltassa","patiromer sorbitex calcium"
"406",205747,15,"ELI LILLY AND CO","ELI LILLY",38680,0,2015-05-26,4,1,2015-11-25,"STANDARD",183,1,1,0,"humalog kwikpen","insulin lispro recombinant"
"407",205750,7,"RTRX","RETROPHIN",214,0,2015-03-17,NA,NA,NA,NA,1595,0,1,1,"cholbam","cholic acid"
"408",205755,7,"NOVARTIS PHARMS CORP","NOVARTIS",118393,0,2014-04-29,4,1,2014-10-30,"PRIORITY",184,1,1,1,"zykadia","ceritinib"
"409",205764,23,"LINDE NORTH AMERICA INC","LINDE",51138,0,2013-07-05,NA,NA,NA,NA,2215,0,1,0,"carbon dioxide, usp","carbon dioxide"
"410",205765,23,"LINDE NORTH AMERICA INC","LINDE",51138,0,2013-07-05,NA,NA,NA,NA,2215,0,1,0,"medical air, usp","medical air"
"411",205766,23,"LINDE NORTH AMERICA INC","LINDE",51138,0,2013-07-05,NA,NA,NA,NA,2215,0,1,0,"nitrogen, nf","nitrogen"
"412",205767,23,"LINDE NORTH AMERICA INC","LINDE",51138,0,2013-07-05,NA,NA,NA,NA,2215,0,1,0,"oxygen, usp","oxygen"
"413",205776,15,"MEDAC PHARMA INC","MEDEXUS",55,1,2014-07-10,3,1,2015-08-24,"STANDARD",410,1,1,0,"rasuvo","methotrexate"
"414",205777,14,"PURDUE PHARMA LP","PURDUE PHARMA LP",5000,1,2014-07-23,21,1,2014-08-19,"N/A",27,1,1,0,"targiniq","naloxone hydrochloride; oxycodone hydrochloride"
"415",205786,12,"MERCK SHARP DOHME","MERCK",69000,0,2013-12-20,3,1,2014-04-08,"STANDARD",109,1,1,1,"isentress","raltegravir potassium"
"416",205787,13,"KALEO INC","KALEO INC",0,1,2014-04-03,4,2,2015-05-11,"PRIORITY",403,1,1,1,"evzio","naloxone hydrochloride"
"417",205796,23,"MACHINE & WELDING SUPPLY CO","MACHINE & WELDING SUPPLY CO",0,1,2013-07-13,NA,NA,NA,NA,2207,0,1,0,"medical air, usp","medical air"
"418",205803,23,"WYNN L MADER, INDUSTRIAL GAS DISTRIBUTORS","WYNN L MADER, INDUSTRIAL GAS DISTRIBUTORS",0,1,2013-07-14,NA,NA,NA,NA,2206,0,1,0,"medical air, usp","medical air"
"419",205804,23,"PURITY CYLINDER GASES, INC","PURITY CYLINDER GASES, INC",149,1,2013-07-14,NA,NA,NA,NA,2206,0,1,0,"medical air, usp","medical air"
"420",205805,23,"NORCO INC","NORCO INC",124,1,2013-07-14,NA,NA,NA,NA,2206,0,1,0,"nitrogen, nf","nitrogen"
"421",205809,23,"WESTAIR GASES & EQUIPMENT INC","WESTAIR GASES & EQUIPMENT INC",0,1,2013-07-14,NA,NA,NA,NA,2206,0,1,0,"medical air, usp","medical air"
"422",205815,23,"LINDE MERCHANT PRODUCTIONS INC","LINDE",51138,0,2013-07-05,NA,NA,NA,NA,2215,0,1,0,"carbon dioxide, usp","carbon dioxide"
"423",205816,23,"LINDE GAS PUERTO RICO INC","LINDE",51138,0,2013-07-05,NA,NA,NA,NA,2215,0,1,0,"nitrogen, nf","nitrogen"
"424",205817,23,"LINDE NORTH AMERICA INC","LINDE",51138,0,2013-07-05,NA,NA,NA,NA,2215,0,1,0,"oxygen, usp","oxygen"
"425",205818,23,"LINDE GAS PUERTO RICO INC","LINDE",51138,0,2013-07-05,NA,NA,NA,NA,2215,0,1,0,"oxygen, usp","oxygen"
"426",205819,23,"NORCO INC","NORCO INC",124,1,2013-07-14,NA,NA,NA,NA,2206,0,1,0,"helium, usp","helium"
"427",205820,23,"NORCO INC","NORCO INC",124,1,2013-07-14,NA,NA,NA,NA,2206,0,1,0,"oxygen, usp","oxygen"
"428",205821,23,"SCOTT-GROSS COMPANY","SCOTT-GROSS COMPANY",23,1,2013-07-14,NA,NA,NA,NA,2206,0,1,0,"medical air, usp","medical air"
"429",205826,23,"DUPUY OXYGEN","DUPUY OXYGEN",0,1,2013-07-15,NA,NA,NA,NA,2205,0,1,0,"medical air, usp","medical air"
"430",205827,23,"AIR LIQUIDE AMERICA LP","AIR LIQUIDE",11,1,2013-07-13,NA,NA,NA,NA,2207,0,1,0,"oxygen, usp","oxygen"
"431",205828,23,"AIR LIQUIDE AMERICA LP","AIR LIQUIDE",11,1,2013-07-13,NA,NA,NA,NA,2207,0,1,0,"medical air, usp","medical air"
"432",205829,23,"AIR LIQUIDE AMERICA LP","AIR LIQUIDE",11,1,2013-07-13,NA,NA,NA,NA,2207,0,1,0,"nitrogen, nf","nitrogen"
"433",205831,12,"RHODES PHARMS","PURDUE PHARMA LP",5000,1,2015-04-17,4,2,2015-09-15,"STANDARD",151,1,1,0,"aptensio xr","methylphenidate hydrochloride"
"434",205832,7,"BOEHRINGER INGELHEIM","BOEHRINGER INGELHEIM",50000,1,2014-10-15,3,1,2016-02-04,"STANDARD",477,1,1,1,"ofev","nintedanib esylate"
"435",205834,8,"GILEAD SCIENCES INC","GILEAD SCIENCES INC",11000,0,2014-10-10,3,1,2015-03-20,"STANDARD",161,1,1,1,"harvoni","ledipasvir; sofosbuvir"
"436",205836,7,"UCB INC","UCB INC",7500,0,2016-02-18,3,1,2016-06-03,"STANDARD",106,1,1,0,"briviact","brivaracetam"
"437",205837,12,"UCB INC","UCB INC",7500,0,2016-02-18,3,1,2016-06-03,"STANDARD",106,1,1,0,"briviact","brivaracetam"
"438",205838,12,"UCB INC","UCB INC",7500,0,2016-02-18,3,1,2016-06-03,"STANDARD",106,1,1,0,"briviact","brivaracetam"
"439",205839,23,"AIRGAS MERCHANTS GASES LLC","AIRGAS",17000,0,2013-07-16,NA,NA,NA,NA,2204,0,1,0,"nitrogen, nf","nitrogen"
"440",205840,23,"AIRGAS MERCHANTS GASES LLC","AIRGAS",17000,0,2013-07-16,NA,NA,NA,NA,2204,0,1,0,"oxygen, usp","oxygen"
"441",205843,23,"AIRGAS USA LLC","AIRGAS",17000,0,2013-07-20,NA,NA,NA,NA,2200,0,1,0,"helium, usp","helium"
"442",205845,23,"AIRGAS USA LLC","AIRGAS",17000,0,2013-07-20,NA,NA,NA,NA,2200,0,1,0,"medical air, usp","medical air"
"443",205846,23,"AIRGAS CARBONIC INC","AIRGAS",17000,0,2013-07-20,NA,NA,NA,NA,2200,0,1,0,"carbon dioxide, usp","carbon dioxide"
"444",205847,23,"OXARC INC","OXARC INC",97,1,2013-07-20,NA,NA,NA,NA,2200,0,1,0,"medical air, usp","medical air"
"445",205849,23,"PRAXAIR INC","PRAXAIR INC",26498,0,2013-07-21,NA,NA,NA,NA,2199,0,1,0,"oxygen, usp","oxygen"
"446",205850,23,"PRAXAIR INC","PRAXAIR INC",26498,0,2013-07-21,NA,NA,NA,NA,2199,0,1,0,"nitrogen, nf","nitrogen"
"447",205851,23,"PRAXAIR INC","PRAXAIR INC",26498,0,2013-07-21,NA,NA,NA,NA,2199,0,1,0,"helium, usp","helium"
"448",205852,23,"PRAXAIR INC","PRAXAIR INC",26498,0,2013-07-21,NA,NA,NA,NA,2199,0,1,0,"carbon dioxide, usp","carbon dioxide"
"449",205858,7,"GILEAD SCIENCES INC","GILEAD SCIENCES INC",11000,0,2014-07-23,4,1,2015-09-01,"STANDARD",405,1,1,0,"zydelig","idelalisib"
"450",205859,23,"NEXAIR","NEXAIR",150,1,2013-07-23,NA,NA,NA,NA,2197,0,1,0,"medical air, usp","medical air"
"451",205861,15,"MACLEODS PHARMS LTD","MACLEODS PHARMS LTD",10,1,2014-08-14,NA,NA,NA,NA,1810,0,1,0,"efavirenz; lamivudine; tenofovir disoproxil fumarate","efavirenz;lamivudine;tenofovir disoproxil fumarate"
"452",205862,23,"ASPEN AIR","ASPEN AIR",0,1,2013-07-23,NA,NA,NA,NA,2197,0,1,0,"oxygen, usp","oxygen"
"453",205863,23,"ASPEN AIR","ASPEN AIR",0,1,2013-07-23,NA,NA,NA,NA,2197,0,1,0,"nitrogen, nf","nitrogen"
"454",205864,23,"AIR PRODUCTS AND CHEMICALS INC","AIR PRODUCTS AND CHEMICALS INC",18300,0,2013-07-23,NA,NA,NA,NA,2197,0,1,0,"helium, usp","helium"
"455",205865,23,"AIR PRODUCTS AND CHEMICALS INC","AIR PRODUCTS AND CHEMICALS INC",18300,0,2013-07-23,NA,NA,NA,NA,2197,0,1,0,"oxygen, usp","oxygen"
"456",205866,23,"AIR PRODUCTS AND CHEMICALS INC","AIR PRODUCTS AND CHEMICALS INC",18300,0,2013-07-23,NA,NA,NA,NA,2197,0,1,0,"nitrogen, nf","nitrogen"
"457",205874,15,"KERYX BIOPHARMS","KERYX BIOPHARMS",193,0,2014-09-05,3,1,2014-11-15,"STANDARD",71,1,1,0,"auryxia","ferric citrate"
"458",205879,14,"JANSSEN PHARMS","JANSSEN",135100,0,2016-09-20,3,5,2017-07-25,"901 REQUIRED",308,1,1,0,"invokamet xr","canagliflozin; metformin hydrochloride"
"459",205889,23,"MATHESON TRI-GAS INC","MATHESON",3366,1,2013-08-02,NA,NA,NA,NA,2187,0,1,0,"oxygen, usp","oxygen"
"460",205890,23,"MATHESON TRI-GAS INC","MATHESON",3366,1,2013-08-02,NA,NA,NA,NA,2187,0,1,0,"medical air, usp","medical air"
"461",205891,23,"MATHESON TRI-GAS INC","MATHESON",3366,1,2013-08-02,NA,NA,NA,NA,2187,0,1,0,"nitrogen, nf","nitrogen"
"462",205909,23,"PRAXAIR DISTRIBUTION INC","PRAXAIR INC",26498,0,2013-08-05,NA,NA,NA,NA,2184,0,1,0,"medical air, usp","medical air"
"463",205910,23,"PRAXAIR DISTRIBUTION MID-ATLANTIC LLC","PRAXAIR INC",26498,0,2013-08-05,NA,NA,NA,NA,2184,0,1,0,"medical air, usp","medical air"
"464",205911,23,"PRAXAIR DISTRIBUTION MID-ATLANTIC LLC","PRAXAIR INC",26498,0,2013-08-05,NA,NA,NA,NA,2184,0,1,0,"helium, usp","helium"
"465",205912,23,"PRAXAIR DISTRIBUTION INC","PRAXAIR INC",26498,0,2013-08-05,NA,NA,NA,NA,2184,0,1,0,"helium, usp","helium"
"466",205917,15,"HIKMA PHARMS","HIKMA PHARMS",8464,0,2014-11-18,NA,NA,NA,NA,1714,0,1,0,"paricalcitol","paricalcitol"
"467",205919,15,"NOVA LABS LTD","NOVA LABS LTD",0,1,2014-04-28,4,1,2014-12-23,"STANDARD",239,1,1,0,"purixan","mercaptopurine"
"468",205920,15,"ARMSTRONG PHARMS","AMPHASTAR",97,1,2018-11-07,NA,NA,NA,NA,264,0,1,0,"primatene mist","epinephrine"
"469",205931,15,"AQUA PHARMS LLC","ALMIRALL",2130,0,2014-07-25,3,2,2016-04-26,"STANDARD",641,1,1,0,"acticlate","doxycycline hyclate"
"470",205934,15,"EAGLE PHARMS","EAGLE PHARMS",77,0,2015-12-22,NA,NA,NA,NA,1315,0,1,0,"docetaxel","docetaxel"
"471",205985,23,"PRAXAIR CANADA INC","PRAXAIR INC",26498,0,2013-08-27,NA,NA,NA,NA,2162,0,1,0,"nitrogen, nf","nitrogen"
"472",205986,23,"PRAXAIR CANADA INC","PRAXAIR INC",26498,0,2013-08-27,NA,NA,NA,NA,2162,0,1,0,"oxygen, usp","oxygen"
"473",205992,23,"UNITED STATES WELDING INC","UNITED STATES WELDING INC",10,1,2013-08-31,NA,NA,NA,NA,2158,0,1,0,"medical air, usp","medical air"
"474",205999,23,"ACETYLENE OXYGENE CO","PRAXAIR INC",26498,0,2013-09-01,NA,NA,NA,NA,2157,0,1,0,"medical air, usp","medical air"
"475",206009,23,"NITROUS OXIDE CORP","NITROUS OXIDE CORP",0,1,2013-09-03,NA,NA,NA,NA,2155,0,1,0,"nitrous oxide, usp","nitrous oxide"
