DrugID,IndicationID,DrugIndicationID,LeadCompanyID,Drug_Name,Generic_Name,Lead_Company,Ticker,State,Country,Continent,Market_Cap,Disease_Group,Sub_Disease_Group,Indication_Name,Lead_Indication,Current_Phase,Event_Phase,Likelihood_of_Approval,Molecule,Target,Drug_Classification,Imaging_Agent,Route_of_Administration,Fast_Track,SPA,Orphan,Breakthrough,RMAT,QIDP,Est_US_Approval_Date,Est_EU_Approval_Date,Est_Japan_Approval_Date,Actual_US_Approval_Date,Actual_EU_Approval_Date,Actual_Japan_Approval_Date,Future_PDUFA_Date,Future_NDA_BLA_Date,NDA_BLA_Date,Phase_III_Date,Phase_II_Date,Phase_I_Date,IND_Date,Phase_III_Event_Date,Phase_II_Event_Date,Phase_I_Event_Date,Lead_Company_Revenue_Pct_US,Peak_US_Revenue,US_2016,US_2017,US_2018,US_2019_YTD,WW_2016,WW_2017,WW_2018,WW_2019_YTD,Last_Quarter_Reported,Partner
196,556,520,826,Kalbitor,ecallantide,Takeda Pharmaceutical Company Ltd,TAK,,Japan,Asia,,Autoimmune/immunology,Other,Hereditary Angioedema (HAE),Y,Approved,Approved,100% (Same As Avg.),Protein,Kinin-Kallikrein System,Biologic,No,Subcutaneous (SQ),Y,Y,Y,N,N,N,,01/01/2014 - 01/01/2014,07/01/2015 - 07/01/2015,11/27/09,,,,,09/23/08,12/08/05,,,,12/08/05,02/03/03,,100%,,N/A,$    66.9,$    52.0,N/A,$    52.2,$    66.9,$    62.9,N/A,Q3 2018,"Lee's Pharmaceutical Holdings Limited, Novellus Biopharma AG, taiba-ME"
1766,78,2807,5,Kaletra,lopinavir and ritonavir,AbbVie Inc.,ABBV,Illinois,United States,North America,97789103418,Infectious disease,Antiviral,HIV / AIDS,Y,Approved (Generic Competition),Approved,100% (Same As Avg.),Small Molecule,HIV-1 protease (HIV PR),Non-NME,No,Oral (PO),N,N,N,N,N,N,,,,09/15/00,03/20/01,01/01/02,,,,,,,,,,,100%,130.4,$   116.0,$    71.0,$    55.0,$    23.0,$   695.0,$   423.0,$   336.0,$   155.0,Q2 2019,N/A
2643,74,4513,389,Kalydeco,ivacaftor,Vertex Pharmaceuticals Incorporated,VRTX,Massachusetts,United States,North America,46999678216,Respiratory,Cystic Fibrosis,Cystic Fibrosis (CF),Y,Approved,Approved,100% (Same As Avg.),Small Molecule,CF transmembrane conductance regulator (CFTR),New Molecular Entity (NME),No,Oral (PO),Y,N,Y,Y,N,N,,,,01/31/12,07/23/12,,,,10/19/11,05/27/09,06/12/07,05/17/06,,05/27/09,06/12/07,05/17/06,N/A,,$   198.2,N/A,"$  1,008.0",$   506.0,$   703.7,$   845.0,"$  1,008.0",$   506.0,Q2 2019,Royalty Pharma AG
21922,214,29633,30,Kanjinti,trastuzumab-anns,"Amgen, Inc.",AMGN,California,United States,North America,1.31344E+11,Oncology,Solid,Breast Cancer,Y,Approved,Approved,100% (Same As Avg.),Monoclonal Antibody,HER2/neu or ErbB-2,Biosimilar,No,Intravenous (IV),N,N,N,N,N,N,,,,06/13/19,05/16/18,09/21/18,,,07/31/17,07/16/13,,,,07/16/13,,03/22/12,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,$    34.0,$   137.0,Q2 2019,"Allergan plc, Daiichi Sankyo Co., Ltd., Simcere Pharmaceutical Group, Synthon Biopharmaceuticals, Inc."
21922,223,53344,30,Kanjinti,trastuzumab-anns,"Amgen, Inc.",AMGN,California,United States,North America,1.31344E+11,Oncology,Solid,Gastric Cancer,N,Approved,Approved,100% (Same As Avg.),Monoclonal Antibody,HER2/neu or ErbB-2,Biosimilar,No,Intravenous (IV),N,N,N,N,N,N,,,,06/13/19,05/16/18,09/21/18,,,07/31/17,,,,,02/18/15,,03/22/12,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,$    34.0,$   137.0,Q2 2019,"Allergan plc, Daiichi Sankyo Co., Ltd., Simcere Pharmaceutical Group, Synthon Biopharmaceuticals, Inc."
18161,3056,23758,21,Kanuma,sebelipase alfa,"Alexion Pharmaceuticals, Inc.",ALXN,Connecticut,United States,North America,24868581569,Metabolic,Inborn Errors Of Metabolism,Lysosomal Acid Lipase Deficiency,Y,Approved,Approved,100% (Same As Avg.),Protein,Cholesterol/Cholesteryl Ester^ Triglycerides,Biologic,No,Intravenous (IV),Y,N,Y,Y,N,N,,,,12/08/15,08/28/15,03/28/16,,,10/21/14,02/11/13,,,,07/12/12,09/28/11,,N/A,,$    20.4,$    42.4,$    51.3,$    29.1,$    29.1,$    65.6,$    92.0,$    49.7,Q2 2019,N/A
38717,244,54055,3285,Kapspargo Sprinkle,metoprolol succinate,Sun Pharmaceutical Industries Ltd.,SUNP:IN,,India,Asia,,Cardiovascular,Hypertension (Systemic),Hypertension (Systemic),N,Approved,Approved,100% (Same As Avg.),Small Molecule,Beta Adrenergic Receptors,Non-NME,No,Oral (PO),N,N,N,N,N,N,,,,01/26/18,,,,,03/30/17,,,,,,,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
38717,446,54059,3285,Kapspargo Sprinkle,metoprolol succinate,Sun Pharmaceutical Industries Ltd.,SUNP:IN,,India,Asia,,Cardiovascular,Other,Angina,N,Approved,Approved,100% (Same As Avg.),Small Molecule,Beta Adrenergic Receptors,Non-NME,No,Oral (PO),N,N,N,N,N,N,,,,01/26/18,,,,,03/30/17,,,,,,,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
38717,264,54060,3285,Kapspargo Sprinkle,metoprolol succinate,Sun Pharmaceutical Industries Ltd.,SUNP:IN,,India,Asia,,Cardiovascular,Congestive Heart Failure,Congestive Heart Failure (CHF) and Cardiomyopathies,N,Approved,Approved,100% (Same As Avg.),Small Molecule,Beta Adrenergic Receptors,Non-NME,No,Oral (PO),N,N,N,N,N,N,,,,01/26/18,,,,,03/30/17,,,,,,,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
8370,244,10380,2647,Kapvay/Jenloga,clonidine hydrochloride,ADVANZ PHARMA Corp.,ADVZ:CN,Ontario,Canada,North America,,Cardiovascular,Hypertension (Systemic),Hypertension (Systemic),Y,Approved,Approved,100% (Same As Avg.),Small Molecule,Alpha 2 Adrenergic Receptor,Non-NME,No,Oral (PO),N,N,N,,N,N,,,,09/29/09,,,,,02/20/08,,,,,07/12/07,,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shionogi &amp; Co. Ltd.
8370,246,10381,2647,Kapvay/Jenloga,clonidine hydrochloride,ADVANZ PHARMA Corp.,ADVZ:CN,Ontario,Canada,North America,,Psychiatry,Other,Attention Deficit Hyperactivity Disorder (ADHD),N,Approved (Generic Competition),Approved,100% (Same As Avg.),Small Molecule,Alpha 2 Adrenergic Receptor,Non-NME,No,Oral (PO),N,N,N,N,N,N,,,,09/28/10,,,,,10/01/09,,,,,10/30/07,07/12/07,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shionogi &amp; Co. Ltd.
22240,236,30104,579,Karbinal ER,carbinoxamine maleate,Tris Pharma,,New Jersey,United States,North America,,Allergy,General,Allergic Rhinitis,Y,Approved,Approved,100% (Same As Avg.),Small Molecule,Histamine H1 Receptor (HRH1),Non-NME,No,Oral (PO),N,N,N,N,N,N,,,,03/28/13,,,,,12/07/10,,,,,,,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Cerecor Inc.
40653,244,56992,8134,Katerzia,amlodipine benzoate,Azurity Pharmaceuticals,,Massachusetts,United States,North America,,Cardiovascular,Hypertension (Systemic),Hypertension (Systemic),Y,Approved,Approved,100% (Same As Avg.),Small Molecule,Calcium Channel,Non-NME,No,Oral (PO),N,N,N,N,N,N,,,,07/08/19,,,,,09/14/18,,,,,,,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
40653,267,56993,8134,Katerzia,amlodipine benzoate,Azurity Pharmaceuticals,,Massachusetts,United States,North America,,Cardiovascular,Coronary Artery Disease (General),Coronary Artery Disease,N,Approved,Approved,100% (Same As Avg.),Small Molecule,Calcium Channel,Non-NME,No,Oral (PO),N,N,N,N,N,N,,,,07/08/19,,,,,09/14/18,,,,,,,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
19098,137,25149,826,Kazano,alogliptin and metformin,Takeda Pharmaceutical Company Ltd,TAK,,Japan,Asia,,Endocrine,Diabetes Mellitus,"Diabetes Mellitus, Type II",Y,Approved,Approved,100% (Same As Avg.),Small Molecule,AMP-activated protein kinase (AMPK)^ Dipeptidyl peptidase IV (DPP-IV),Non-NME,No,Oral (PO),N,N,N,N,N,N,,07/25/2013 - 09/30/2013,06/01/2016 - 12/31/2016,01/25/13,09/19/13,,,,11/23/11,,,,,,,,N/A,,N/A,N/A,N/A,$     0.0,N/A,N/A,N/A,$     0.0,N/A,Royalty Pharma AG
20115,672,26746,870,Kcentra,"Prothrombin Complex Concentrate, Human",CSL Limited,CSL:AU,,Australia,Oceania,,Hematology,Other,Hemostasis,Y,Approved,Approved,100% (Same As Avg.),Peptide,Coagulation Factor IX^ Coagulation Factor VII^ Coagulation Factor X^ Protein C^ Protein S^ Thrombin (Coagulation Factor IIa),Biologic,No,Intravenous (IV),N,N,Y,N,N,N,,,,04/29/13,01/11/08,03/30/17,,,03/30/12,07/01/08,,,,09/13/05,,,N/A,,$     0.0,$     0.0,$     0.0,$     0.0,$     0.0,$     0.0,$     0.0,$     0.0,N/A,N/A
23168,574,31695,912,Kedbumin,,Kedrion S.p.A.,,,Italy,Europe,,Cardiovascular,Other,Hypovolemia,N,Approved,Approved,100% (Same As Avg.),Protein,Osmosis/Osmotic Pressure,Biologic,No,Intravenous (IV),N,N,N,N,N,N,,,,06/03/11,,,,,08/03/10,,,,,,,,N/A,,$     0.0,$     0.0,$     0.0,$     0.0,$     0.0,$     0.0,$     0.0,$     0.0,N/A,N/A
21998,190,29760,2874,Kedrab,,Kamada Ltd.,KMDA,,Israel,Asia,221445504,Infectious disease,Antiviral,Antiviral - Miscellaneous Vaccines,Y,Approved,Approved,100% (Same As Avg.),Protein,Immune system^ Rabies virus,Biologic,No,Intramuscular (IM),N,N,N,N,N,N,,,,08/23/17,,,,,08/26/16,05/06/13,,,,05/06/13,,07/19/11,N/A,,N/A,N/A,N/A,$     0.0,N/A,N/A,N/A,$     0.0,N/A,Kedrion S.p.A.
11212,701,14071,88,Kemstro,,UCB SA,UCB:BB,,Belgium,Europe,,Neurology,"movement disorders, all",Neuromuscular Spasm and Spasticity,Y,Approved,Approved,100% (Same As Avg.),Small Molecule,GABA Receptors^ GABA-B Receptor,Non-NME,No,Oral (PO),N,N,N,,N,N,,,,10/30/03,,,,,,,,,,,,,N/A,,$     0.0,$     0.0,$     0.0,$     0.0,$     0.0,$     0.0,$     0.0,$     0.0,N/A,Jazz Pharmaceuticals plc
1136,179,1390,851,Kengreal,cangrelor tetrasodium,Chiesi Farmaceutici S.p.A.,,,Italy,Europe,,Cardiovascular,Acute Coronary Syndrome,Acute Coronary Syndrome (ACS),Y,Approved,Approved,100% (Same As Avg.),Small Molecule,Adenosine Diphosphate P2Y12 Receptor,New Molecular Entity (NME),No,Intravenous (IV),N,N,N,N,N,N,,,01/01/2016 - 01/01/2016,06/22/15,03/25/15,,,,04/30/13,04/04/06,12/31/03,,,04/04/06,12/31/03,,90%,116,N/A,N/A,$     0.0,$     0.0,N/A,N/A,$     0.0,$     0.0,N/A,AstraZeneca PLC
32,348,3262,465,Kepivance,palifermin,Swedish Orphan Biovitrum,SOBI:SS,,Sweden,Europe,,Autoimmune/immunology,Other,Mucositis,Y,Approved,Approved,100% (Same As Avg.),Protein,Fibroblast Growth Factor Receptor-2,Biologic,No,Intravenous (IV),N,N,N,N,N,N,,,,12/15/04,10/25/05,,,,06/24/04,04/26/01,,03/30/96,,04/26/01,,04/17/96,100%,2.6,$     0.0,$     0.0,$     0.0,$     0.0,$     0.0,$     0.0,$     0.0,$     0.0,Q1 2013,"Amgen, Inc."
2940,272,22775,88,Keppra IR,levetiracetam,UCB SA,UCB:BB,,Belgium,Europe,,Neurology,Seizure Disorders (Epilepsy),Seizure Disorders (Epilepsy),N,Approved (Generic Competition),Approved,100% (Same As Avg.),Small Molecule,SV2A synaptic vesicle protein,New Molecular Entity (NME),No,"Intravenous (IV), Oral (PO)",N,N,N,,N,N,,,,08/23/06,05/15/06,,,,10/27/05,,,,,11/30/01,,,N/A,,N/A,$   281.4,N/A,N/A,N/A,"$  1,253.8",$   365.9,$    90.8,Q1 2019,"Otsuka Holdings Co., Ltd."
8168,3009,10088,88,Keppra XR,levetiracetam,UCB SA,UCB:BB,,Belgium,Europe,,Neurology,Seizure Disorders (Epilepsy),Partial Seizures (Epilepsy),Y,Approved (Generic Competition),Approved,100% (Same As Avg.),Small Molecule,SV2A synaptic vesicle protein,Non-NME,No,Oral (PO),N,N,N,,N,N,,,,09/12/08,09/02/09,,,,11/14/07,,,,,07/26/06,,,N/A,,$   239.0,$   117.9,N/A,$     0.0,$   803.0,$   445.8,N/A,$     0.0,Q2 2017,N/A
8098,3117,9990,312,Kerydin,tavaborole,Pfizer Inc.,PFE,New York,United States,North America,2.03473E+11,Infectious disease,"Antibacterial, Mycobacterial, or Fungal",Fungal Infections - Non-Systemic,Y,Approved,Approved,100% (Same As Avg.),Small Molecule,Leucyl-tRNA synthetase (bacterial or fungal),New Molecular Entity (NME),No,Topical,N,Y,N,N,N,N,,,,07/08/14,,,,,07/26/13,12/16/10,,,,12/16/10,04/19/06,,N/A,,N/A,N/A,$     0.0,$     0.0,N/A,N/A,$     0.0,$     0.0,Q2 2015,Novartis AG
9547,154,11884,330,Kevzara,sarilumab,"Regeneron Pharmaceuticals, Inc.",REGN,New York,United States,North America,32413693800,Autoimmune/immunology,Arthritis,Rheumatoid Arthritis (RA),Y,Approved,Approved,100% (Same As Avg.),Monoclonal Antibody,IL-6 Receptor (IL-6R),Biologic,No,Subcutaneous (SQ),N,N,N,N,N,N,,,,05/22/17,06/27/17,09/27/17,,,10/30/15,02/18/10,,,,02/18/10,,11/29/07,N/A,,N/A,$    12.0,$    73.0,$    20.7,N/A,$    13.2,$    94.6,$    33.7,Q1 2019,"Asahi Kasei Corporation, Sanofi"
19200,221,25288,254,Keytruda,pembrolizumab,"Merck & Co., Inc.",MRK,New Jersey,United States,North America,2.2384E+11,Oncology,Solid,Melanoma,Y,Approved,Approved,100% (Same As Avg.),Monoclonal Antibody,Immune system^ Programmed death-1 receptor (PD-1) / Programmed death ligands (PD-L1 and PD-L2),Biologic,No,Intravenous (IV),N,N,Y,Y,N,N,,,,09/04/14,07/17/15,09/28/16,,,01/13/14,09/11/13,12/04/12,04/01/11,12/09/10,09/11/13,12/04/12,04/01/11,N/A,,$   792.0,"$  2,308.0","$  4,149.0","$  2,782.0","$  1,402.0","$  3,809.0","$  7,171.0","$  4,903.0",Q2 2019,"DRI Capital Inc., Otsuka Holdings Co., Ltd."
19200,211,29567,254,Keytruda,pembrolizumab,"Merck & Co., Inc.",MRK,New Jersey,United States,North America,2.2384E+11,Oncology,Solid,Non-Small Cell Lung Cancer (NSCLC),N,Approved,Approved,100% (Same As Avg.),Monoclonal Antibody,Immune system^ Programmed death-1 receptor (PD-1) / Programmed death ligands (PD-L1 and PD-L2),Biologic,No,Intravenous (IV),N,N,N,Y,N,N,,,,10/02/15,08/02/16,12/19/16,,,04/02/15,08/14/13,,04/18/12,12/09/10,08/14/13,,04/18/12,N/A,,$   792.0,"$  2,308.0","$  4,149.0","$  2,782.0","$  1,402.0","$  3,809.0","$  7,171.0","$  4,903.0",Q2 2019,"DRI Capital Inc., Otsuka Holdings Co., Ltd."
19200,197,30396,254,Keytruda,pembrolizumab,"Merck & Co., Inc.",MRK,New Jersey,United States,North America,2.2384E+11,Oncology,Solid,Solid Tumors,N,Approved,Approved,100% (Same As Avg.),Monoclonal Antibody,Immune system^ Programmed death-1 receptor (PD-1) / Programmed death ligands (PD-L1 and PD-L2),Biologic,No,Intravenous (IV),N,N,N,Y,N,N,,,,05/23/17,,12/21/18,,,11/28/16,,07/24/14,05/09/13,,,07/24/14,05/09/13,N/A,,$   792.0,"$  2,308.0","$  4,149.0","$  2,782.0","$  1,402.0","$  3,809.0","$  7,171.0","$  4,903.0",Q2 2019,"DRI Capital Inc., Otsuka Holdings Co., Ltd."
19200,204,30492,254,Keytruda,pembrolizumab,"Merck & Co., Inc.",MRK,New Jersey,United States,North America,2.2384E+11,Oncology,Hematologic,Hodgkin's Lymphoma,N,Approved,Approved,100% (Same As Avg.),Monoclonal Antibody,Immune system^ Programmed death-1 receptor (PD-1) / Programmed death ligands (PD-L1 and PD-L2),Biologic,No,Intravenous (IV),N,N,N,Y,N,N,,,,03/14/17,05/02/17,11/30/17,,,09/15/16,06/02/16,06/17/15,06/02/13,,06/02/16,06/17/15,06/02/13,N/A,,$   792.0,"$  2,308.0","$  4,149.0","$  2,782.0","$  1,402.0","$  3,809.0","$  7,171.0","$  4,903.0",Q2 2019,"DRI Capital Inc., Otsuka Holdings Co., Ltd."
19200,213,31694,254,Keytruda,pembrolizumab,"Merck & Co., Inc.",MRK,New Jersey,United States,North America,2.2384E+11,Oncology,Solid,Colorectal Cancer (CRC),N,Approved,Approved,100% (Same As Avg.),Monoclonal Antibody,Immune system^ Programmed death-1 receptor (PD-1) / Programmed death ligands (PD-L1 and PD-L2),Biologic,No,Intravenous (IV),N,N,N,Y,N,N,,,,05/23/17,,,,,11/28/16,02/04/16,09/02/15,,,02/04/16,09/02/15,02/28/14,N/A,,$   792.0,"$  2,308.0","$  4,149.0","$  2,782.0","$  1,402.0","$  3,809.0","$  7,171.0","$  4,903.0",Q2 2019,"DRI Capital Inc., Otsuka Holdings Co., Ltd."
19200,216,32154,254,Keytruda,pembrolizumab,"Merck & Co., Inc.",MRK,New Jersey,United States,North America,2.2384E+11,Oncology,Solid,Renal Cell Cancer (RCC),N,Approved,Approved,100% (Same As Avg.),Monoclonal Antibody,Immune system^ Programmed death-1 receptor (PD-1) / Programmed death ligands (PD-L1 and PD-L2),Biologic,No,Intravenous (IV),N,N,N,Y,N,N,,08/01/2019 - 09/30/2019,11/01/2019 - 05/31/2020,04/19/19,,,,,12/20/18,09/26/16,12/18/13,,,09/26/16,12/18/13,,N/A,,$   792.0,"$  2,308.0","$  4,149.0","$  2,782.0","$  1,402.0","$  3,809.0","$  7,171.0","$  4,903.0",Q2 2019,"DRI Capital Inc., Otsuka Holdings Co., Ltd."
19200,230,33463,254,Keytruda,pembrolizumab,"Merck & Co., Inc.",MRK,New Jersey,United States,North America,2.2384E+11,Oncology,Solid,Head and Neck Cancer,N,Approved,Approved,100% (Same As Avg.),Monoclonal Antibody,Immune system^ Programmed death-1 receptor (PD-1) / Programmed death ligands (PD-L1 and PD-L2),Biologic,No,Intravenous (IV),N,N,N,N,N,N,,,,08/05/16,09/04/18,,,,02/09/16,12/01/14,07/24/14,05/09/13,,12/01/14,07/24/14,05/09/13,N/A,,$   792.0,"$  2,308.0","$  4,149.0","$  2,782.0","$  1,402.0","$  3,809.0","$  7,171.0","$  4,903.0",Q2 2019,"DRI Capital Inc., Otsuka Holdings Co., Ltd."
19200,223,34287,254,Keytruda,pembrolizumab,"Merck & Co., Inc.",MRK,New Jersey,United States,North America,2.2384E+11,Oncology,Solid,Gastric Cancer,N,Approved,Approved,100% (Same As Avg.),Monoclonal Antibody,Immune system^ Programmed death-1 receptor (PD-1) / Programmed death ligands (PD-L1 and PD-L2),Biologic,No,Intravenous (IV),N,N,Y,N,N,N,,,,09/22/17,,,,,03/22/17,02/23/15,02/17/15,09/16/13,,02/23/15,02/17/15,09/16/13,N/A,,$   792.0,"$  2,308.0","$  4,149.0","$  2,782.0","$  1,402.0","$  3,809.0","$  7,171.0","$  4,903.0",Q2 2019,"DRI Capital Inc., Otsuka Holdings Co., Ltd."
19200,217,34288,254,Keytruda,pembrolizumab,"Merck & Co., Inc.",MRK,New Jersey,United States,North America,2.2384E+11,Oncology,Solid,Bladder Cancer,N,Approved,Approved,100% (Same As Avg.),Monoclonal Antibody,Immune system^ Programmed death-1 receptor (PD-1) / Programmed death ligands (PD-L1 and PD-L2),Biologic,No,Intravenous (IV),N,N,N,Y,N,N,,,,05/17/17,08/24/17,01/02/18,,,02/03/17,11/17/14,,05/09/13,,11/17/14,07/24/14,05/09/13,N/A,,$   792.0,"$  2,308.0","$  4,149.0","$  2,782.0","$  1,402.0","$  3,809.0","$  7,171.0","$  4,903.0",Q2 2019,"DRI Capital Inc., Otsuka Holdings Co., Ltd."
19200,111,36444,254,Keytruda,pembrolizumab,"Merck & Co., Inc.",MRK,New Jersey,United States,North America,2.2384E+11,Oncology,Solid,Small Cell Lung Cancer (SCLC),N,Approved,Approved,100% (Same As Avg.),Monoclonal Antibody,Immune system^ Programmed death-1 receptor (PD-1) / Programmed death ligands (PD-L1 and PD-L2),Biologic,No,Intravenous (IV),N,N,N,N,N,N,,,,06/17/19,,,,,12/16/18,05/08/17,01/04/16,02/28/14,,05/08/17,01/04/16,02/28/14,N/A,,$   792.0,"$  2,308.0","$  4,149.0","$  2,782.0","$  1,402.0","$  3,809.0","$  7,171.0","$  4,903.0",Q2 2019,"DRI Capital Inc., Otsuka Holdings Co., Ltd."
19200,3585,37377,254,Keytruda,pembrolizumab,"Merck & Co., Inc.",MRK,New Jersey,United States,North America,2.2384E+11,Oncology,Solid,Merkel Cell Carcinoma,N,Approved,Approved,100% (Same As Avg.),Monoclonal Antibody,Immune system^ Programmed death-1 receptor (PD-1) / Programmed death ligands (PD-L1 and PD-L2),Biologic,No,Intravenous (IV),N,N,N,Y,N,N,,,,12/19/18,,,,,,,,,,,12/03/14,,N/A,,$   792.0,"$  2,308.0","$  4,149.0","$  2,782.0","$  1,402.0","$  3,809.0","$  7,171.0","$  4,903.0",Q2 2019,"DRI Capital Inc., Otsuka Holdings Co., Ltd."
19200,273,37427,254,Keytruda,pembrolizumab,"Merck & Co., Inc.",MRK,New Jersey,United States,North America,2.2384E+11,Oncology,Solid,Esophageal Cancer,N,Approved,Approved,100% (Same As Avg.),Monoclonal Antibody,Immune system^ Programmed death-1 receptor (PD-1) / Programmed death ligands (PD-L1 and PD-L2),Biologic,No,Intravenous (IV),N,N,N,N,N,N,,,,07/30/19,,,,,01/30/19,12/16/15,,,,12/16/15,09/23/15,,N/A,,$   792.0,"$  2,308.0","$  4,149.0","$  2,782.0","$  1,402.0","$  3,809.0","$  7,171.0","$  4,903.0",Q2 2019,"DRI Capital Inc., Otsuka Holdings Co., Ltd."
19200,3095,37964,254,Keytruda,pembrolizumab,"Merck & Co., Inc.",MRK,New Jersey,United States,North America,2.2384E+11,Oncology,Hematologic,Diffuse Large B-Cell Lymphoma (DLBCL) - NHL,N,Approved,Approved,100% (Same As Avg.),Monoclonal Antibody,Immune system^ Programmed death-1 receptor (PD-1) / Programmed death ligands (PD-L1 and PD-L2),Biologic,No,Intravenous (IV),N,N,Y,Y,N,N,,,,06/13/18,,,,,10/03/17,,12/23/15,,,,12/23/15,,N/A,,$   792.0,"$  2,308.0","$  4,149.0","$  2,782.0","$  1,402.0","$  3,809.0","$  7,171.0","$  4,903.0",Q2 2019,"DRI Capital Inc., Otsuka Holdings Co., Ltd."
19200,297,38947,254,Keytruda,pembrolizumab,"Merck & Co., Inc.",MRK,New Jersey,United States,North America,2.2384E+11,Oncology,Solid,Hepatocellular (Liver) Cancer (HCC) (Including Secondary Metastases),N,Approved,Approved,100% (Same As Avg.),Monoclonal Antibody,Immune system^ Programmed death-1 receptor (PD-1) / Programmed death ligands (PD-L1 and PD-L2),Biologic,No,Intravenous (IV),N,N,N,Y,N,N,,,,11/09/18,,,,,05/09/18,,,,,03/03/16,,,N/A,,$   792.0,"$  2,308.0","$  4,149.0","$  2,782.0","$  1,402.0","$  3,809.0","$  7,171.0","$  4,903.0",Q2 2019,"DRI Capital Inc., Otsuka Holdings Co., Ltd."
19200,255,41088,254,Keytruda,pembrolizumab,"Merck & Co., Inc.",MRK,New Jersey,United States,North America,2.2384E+11,Oncology,Solid,Cervical Cancer,N,Approved,Approved,100% (Same As Avg.),Monoclonal Antibody,Immune system^ Programmed death-1 receptor (PD-1) / Programmed death ligands (PD-L1 and PD-L2),Biologic,No,Intravenous (IV),N,N,N,N,N,N,,,,06/12/18,,,,,12/28/17,,01/04/16,,,,01/04/16,,N/A,,$   792.0,"$  2,308.0","$  4,149.0","$  2,782.0","$  1,402.0","$  3,809.0","$  7,171.0","$  4,903.0",Q2 2019,"DRI Capital Inc., Otsuka Holdings Co., Ltd."
39362,684,55053,9097,Khapzory,levoleucovorin,Aurobindo Pharma Limited,ARBP:IN,,India,Asia,,Oncology,Solid,Bone Cancer,N,Approved,Approved,100% (Same As Avg.),Small Molecule,DNA synthesis,Non-NME,No,Intravenous (IV),N,N,N,N,N,N,,,,10/19/18,,,,,12/22/17,,,,,,,,N/A,,N/A,N/A,$     0.9,N/A,N/A,N/A,$     0.9,N/A,Q4 2018,N/A
39362,213,55054,9097,Khapzory,levoleucovorin,Aurobindo Pharma Limited,ARBP:IN,,India,Asia,,Oncology,Solid,Colorectal Cancer (CRC),N,Approved,Approved,100% (Same As Avg.),Small Molecule,DNA synthesis,Non-NME,No,Intravenous (IV),N,N,N,N,N,N,,,,10/19/18,,,,,12/22/17,,,,,,,,N/A,,N/A,N/A,$     0.9,N/A,N/A,N/A,$     0.9,N/A,Q4 2018,N/A
23056,167,31480,4140,Khedezla ER,desvenlafaxine,Currax Pharmaceuticals LLC,,New Jersey,United States,North America,,Psychiatry,Unipolar Depression,Major Depressive Disorder (MDD),Y,Approved,Approved,100% (Same As Avg.),Small Molecule,Norepinephrine (Noradrenaline) Reuptake/Transporter^ Serotonin Reuptake,Non-NME,No,Oral (PO),N,N,N,N,N,N,,,,07/10/13,,,,,09/13/12,,,,,,,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Endo International plc, Osmotica Pharmaceutical Corp"
28,154,42,465,Kineret,anakinra,Swedish Orphan Biovitrum,SOBI:SS,,Sweden,Europe,,Autoimmune/immunology,Arthritis,Rheumatoid Arthritis (RA),Y,Approved,Approved,100% (Same As Avg.),Protein,IL-1 Receptor (IL-1R),Biologic,No,Subcutaneous (SQ),N,N,N,,N,N,,,,11/15/01,03/18/02,,,,,,,,,12/15/00,,,100%,,N/A,N/A,N/A,N/A,N/A,N/A,$   143.9,$    82.0,Q2 2019,"Amgen, Inc., Horizon Pharma plc"
28,656,22353,465,Kineret,anakinra,Swedish Orphan Biovitrum,SOBI:SS,,Sweden,Europe,,Autoimmune/immunology,Other,Cryopyrin (CIAS1)-Associated Periodic Syndromes (CAPS),N,Approved,Approved,100% (Same As Avg.),Protein,IL-1 Receptor (IL-1R),Biologic,No,Subcutaneous (SQ),N,N,Y,,N,N,,,,12/21/12,,,,,07/06/12,,,,,08/26/10,,,100%,,N/A,N/A,N/A,N/A,N/A,N/A,$   143.9,$    82.0,Q2 2019,"Amgen, Inc., Horizon Pharma plc"
