"Company ID","Company Name","Company Type (Public/Private)","Country","Market Cap","Currency","EBITDA Qtr","EBITDA Ann","EBITDA TTM","Total Revenue Qtr","Total Revenue Ann","Total Revenue TTM",
"7749","Lumosa Therapeutics Co., Ltd.","Public","Taiwan","","","","","","","","",
"8388","Lunatus","Private","United Arab Emirates","","","","","","","","",
"7489","Lung Therapeutics, Inc.","Private","United States","","","","","","","","",
"8593","Luoxin Pharmaceutical Group Co., Ltd.","Public","China","","","","","","","","",
"3356","Lupin Limited","Public","India","","","","","","","","",
"926","Lux Biosciences","Private","United States","","","","","","","","",
"3636","Luye Pharma Group, Ltd.","Public","China","","","","","","","","",
"4634","Luzitin, S.A.","Private","Portugal","","","","","","","","",
"4111","Lycera Corporation","Private","United States","","","","","","","","",
"8896","Lyndra Therapeutics","Private","United States","","","","","","","","",
"8733","Lyra Therapeutics, Inc.","Private","United States","","","","","","","","",
"4473","Lysogene SA","Public","France","","","","","","","","",
"6976","Lysosomal Therapeutics Inc.","Private","United States","","","","","","","","",
"2958","Lytix Biopharma AS","Private","Norway","","","","","","","","",
"3458","M et P Pharma AG","Private","Switzerland","","","","","","","","",
"9085","Mabion S.A.","Public","Poland","","","","","","","","",
"5870","MabQuest SA","Private","Switzerland","","","","","","","","",
"373","MabVax Therapeutics Holdings, Inc.","Public","United States","","USD","633759","-17516791","-9365364","4000000","0","4700000",
"4950","mAbxience S.L.","Private","Switzerland","","","","","","","","",
"9130","Machavert Pharmaceuticals","Private","United States","","","","","","","","",
"2115","MacroGenics, Inc.","Public","United States","603459662","USD","-32276000","-14915000","-17949000","20798000","157742000","196686000",
"7746","Macrophage Pharma Limited","Private","United Kingdom","","","","","","","","",
"5451","Madison Vaccines Inc.","Private","United States","","","","","","","","",
"935","Madrigal Pharmaceuticals, Inc.","Public","United States","1362923578","USD","-11309000","-31985000","-35008000","0","0","0",
"7425","Magenta Therapeutics","Public","United States","","","","","","","","",
"8368","MAGiQ Therapeutics, Inc.","Private","United States","","","","","","","","",
"8611","Magnolia Neurosciences Corporation","Private","United States","","","","","","","","",
"4788","Magnum Cell Therapies","Private","Honduras","","","","","","","","",
"9114","MAIA Biotechnology, Inc.","Private","United States","","","","","","","","",
"5308","Makindus, Inc.","Private","United States","","","","","","","","",
"556","Mallinckrodt plc","Public","United Kingdom","355747534","USD","256500000","1171500000","1065100000","640000000","3221600000","3305200000",
"7478","Mannin Research Inc.","Private","Canada","","","","","","","","",
"809","MannKind Corporation","Public","United States","167577451","USD","-21241000","-91020000","-95935000","4469000","11745000","16357000",
"5367","ManRos Therapeutics","Private","France","","","","","","","","",
"5314","Mapi Pharma Ltd.","Private","Israel","","","","","","","","",
"9209","MapKure, LLC","Private","","","","","","","","","",
"4799","Mapp Biopharmaceutical","Private","United States","","","","","","","","",
"5122","Marathon Pharmaceuticals LLC ","Private","United States","","","","","","","","",
"4158","Marinomed Biotechnologie GmbH","Private","Austria","","","","","","","","",
"1966","Marinus Pharmaceuticals, Inc.","Public","United States","43767014","USD","-11215000","-18941000","-31757000","0","0","0",
"7411","Mariposa Health","Private","Australia","","","","","","","","",
"7606","Marius Pharmaceuticals","Private","United States","","","","","","","","",
"3670","Marker Therapeutics, Inc.","Public","United States","228214595","USD","0","0","0","0","0","0",
"536","Marnac, Inc.","Private","United States","","","","","","","","",
"4997","Mars Symbioscience","Public","United States","","","","","","","","",
"2983","Maruho Co., Ltd.","Private","Japan","","","","","","","","",
"967","Maruishi Pharmaceutical Co., Ltd.","Private","Japan","","","","","","","","",
"3918","MassBiologics","Private","United States","","","","","","","","",
"307","Mateon Therapeutics, Inc","Public","United States","9526584","USD","-680000","-13833000","-4805000","0","0","0",
"4419","Mati Therapeutics, Inc.","Private","United States","","","","","","","","",
"4918","Matinas BioPharma Holdings, Inc.","Public","United States","75051097","USD","-2897751","-16401799","-14909557","0","149687","164656",
"8363","MatriSys Bioscience","Private","United States","","","","","","","","",
"7266","Matrivax Research & Development Corporation","Private","United States","","","","","","","","",
"4230","Matrizyme Pharma Corporation","Private","Canada","","","","","","","","",
"4459","MAX BioPharma","Private","United States","","","","","","","","",
"8410","MaxCyte, Inc.","Public","United States","","","","","","","","",
"8180","Maxinovel Pty., Ltd.","Private","China","","","","","","","","",
"8777","Max-Planck-Innovation GmbH","Private","Germany","","","","","","","","",
"2092","Maxygen, Inc.","Private","United States","","","","","","","","",
"8963","Mayne Pharma Group Limited","Public","Australia","","","","","","","","",
"3928","Mayo Clinic","Private","United States","","","","","","","","",
"7901","MC2 Therapeutics A/S","Private","Denmark","","","","","","","","",
"4207","McMaster University","Private","Canada","","","","","","","","",
"5260","Meabco A/S","Private","Netherlands","","","","","","","","",
"611","medac GmbH","Private","Germany","","","","","","","","",
"5241","MedDay Pharmaceuticals","Private","France","","","","","","","","",
"7413","Medeor Therapeutics, Inc.","Private","United States","","","","","","","","",
"5298","Medesis Pharma","Private","France","","","","","","","","",
"4885","Medexus Pharmaceuticals, Inc.","Public","Canada","","","","","","","","",
"4840","MedGenesis Therapeutix, Inc.","Private","Canada","","","","","","","","",
"5564","MediaPharma S.r.l.","Private","Italy","","","","","","","","",
"1938","MediBIC Group","Public","Japan","","","","","","","","",
"5490","Medical Developments International Limited ","Public","Australia","","","","","","","","",
"5219","Medical Need Europe AB","Private","Sweden","","","","","","","","",
"5399","Medice Arzneimittel Putter GmbH & Co KG","Private","Germany","","","","","","","","",
"6304","Medicenna Therapeutics Corp.","Public","Canada","","","","","","","","",
"5497","Medicines Development for Global Health","Private","Australia","","","","","","","","",
"2833","Medicines for Malaria Venture","Private","Switzerland","","","","","","","","",
"5049","Medicines360","Private","United States","","","","","","","","",
"972","MediciNova, Inc.","Public","United States","344264335","USD","-7021425","-12998995","-18475209","0","0","0",
"717","Medicure Inc.","Public","Canada","55080321","CAD","0","9145819","","0","21655159","",
"987","Medigen Biotechnology Corp.","Private","Taiwan","","","","","","","","",
"676","MediGene AG","Public","Germany","","","","","","","","",
"3814","Medimetriks Pharmaceuticals, Inc.","Private","United States","","","","","","","","",
"8057","Medinet Co., Ltd.","Public","Japan","","","","","","","","",
"7603","Medinova AG","Private","Switzerland","","","","","","","","",
"2723","Medinox, Inc.","Private","United States","","","","","","","","",
"4262","Mediolanum Farmaceutici SpA","Private","Italy","","","","","","","","",
"3846","Medipost Co., Ltd.","Public","Korea (South)","","","","","","","","",
"628","Medison Pharma Ltd.","Private","Israel","","","","","","","","",
"5465","Medisun Holdings Limited","Private","Hong Kong","","","","","","","","",
"5094","Medisun Precision Medicine Ltd.","Public","United States","","","","","","","","",
"9240","Mediti Pharma, Inc.","Private","Canada","","","","","","","","",
"3207","Meditrina Pharmaceuticals","Private","United States","","","","","","","","",
"4426","MediVector, Inc.","Private","United States","","","","","","","","",
"1321","Medivir AB","Public","Sweden","","","","","","","","",
"4777","MediWound Ltd.","Public","Israel","81413688","USD","0","-13120000","","0","2496000","",
"6119","MedPacto Inc.","Private","Korea (South)","","","","","","","","",
"3241","MEDRx Co., Ltd.","Private","Japan","","","","","","","","",
"8170","Medsenic ","Private","France","","","","","","","","",
"252","Medtronic plc","Public","United States","","","","","","","","",
"622","Medwell Capital Corp.","Public","Canada","","","","","","","","",
"6080","Medy-Tox, Inc.","Public","Korea (South)","","","","","","","","",
"8062","Megakaryon Corporation","Private","Japan","","","","","","","","",
"4241","MegaPharm Ltd.","Private","Israel","","","","","","","","",
"712","MEI Pharma, Inc.","Public","United States","107399420","USD","-10020000","-28533000","-29680000","488000","1622000","1827000",
"2064","Meiji Seika Pharma Co., Ltd","Public","Japan","","","","","","","","",
"7686","MeiraGTx Holdings plc","Public","United States","589908053","USD","-14200009","-30986239","-64655737","0","0","0",
"5652","MELEMA Pharma GmbH","Private","Germany","","","","","","","","",
"2685","Melinta Therapeutics, Inc.","Public","United States","138370027","USD","-22274000","-78485000","-151738000","34078000","33864000","65172000",
"6181","Melior Pharmaceuticals II, LLC","Private","United States","","","","","","","","",
"3675","Melior Pharmaceuticals, Inc.","Private","United States","","","","","","","","",
"2640","Memgen, LLC","Private","United States","","","","","","","","",
"4362","Memorial Sloan-Kettering Cancer Center","Private","United States","","","","","","","","",
"7030","Menemsha Pharmaceuticals Ltd.","Private","Israel","","","","","","","","",
"6400","Menlo Therapeutics, Inc.","Public","United States","","","","","","","","",
"8376","MenoGeniX, Inc.","Private","United States","","","","","","","","",
"3016","Mentrik Biotech, LLC","Private","United States","","","","","","","","",
"8781","Mercaptor Discoveries Inc.","Private","United States","","","","","","","","",
"254","Merck & Co., Inc.","Public","United States","220875979910","USD","3554000000","11170000000","12379000000","10794000000","40122000000","41729000000",
"255","Merck KGaA","Public","Germany","","","","","","","","",
"3653","Mercury Therapeutics, Inc.","Private","United States","","","","","","","","",
"5418","Mereo BioPharma Group plc","Public","United Kingdom","","","","","","","","",
"9079","Meridian Biopharmaceuticals GmbH","Private","Austria","","","","","","","","",
"1136","Meridian Bioscience, Inc.","Public","United States","391378877","USD","9165000","40272000","","53100000","213571000","",
"4830","MerLion Pharmaceuticals Pte Ltd","Private","Singapore","","","","","","","","",
"7517","Meroven Pharmaceuticals, Ltd.","Private","Ireland","","","","","","","","",
"694","Merrimack Pharmaceuticals, Inc.","Public","United States","89930364","USD","-15958000","-90545000","-63096000","0","0","0",
"1369","Merrion Pharmaceuticals Plc.","Public","Ireland","","","","","","","","",
"2630","Mersana Therapeutics, Inc.","Public","United States","54246984","USD","-17107000","-38982000","-56525000","2151000","17545000","12666000",
"4252","Mertiva AB","Public","Sweden","","","","","","","","",
"5547","Merus N.V.","Public","Netherlands","","","","","","","","",
"256","Merz Pharmaceuticals GmbH","Private","Germany","","","","","","","","",
"2984","Mesoblast Limited","Public","Australia","460438226","USD","0","0","","0","17341000","",
"2844","Metabolic Solutions Development Company","Private","United States","","","","","","","","",
"6263","Metabolys SAS","Private","France","","","","","","","","",
"7882","Metacrine, Inc.","Private","United States","","","","","","","","",
"8149","Metagone Biotech Inc.","Private","Taiwan","","","","","","","","",
"6571","Metuchen Pharmaceuticals LLC","Private","United States","","","","","","","","",
"9199","MetVital, Inc.","Private","United States","","","","","","","","",
"3544","MGB Biopharma Limited","Private","United Kingdom","","","","","","","","",
"8825","Micelle Biopharma, Inc.","Private","United States","","","","","","","","",
"8682","Microbio Group","Private","Taiwan","","","","","","","","",
"4619","MicroBiome Therapeutics, LLC","Private","United States","","","","","","","","",
"4835","Microbion Corporation","Private","United States","","","","","","","","",
"4582","Microbiotix, Inc.","Private","United States","","","","","","","","",
"2468","Microbix Biosystems, Inc.","Public","Canada","","","","","","","","",
"2688","Microbot Medical Inc.","Public","United States","14729596","USD","-1727000","-5009000","-6405000","0","0","0",
"4427","MicroConstants, Inc.","Private","China","","","","","","","","",
"5864","Microlin Bio, Inc.","Public","United States","","USD","0","0","0","0","8475","10275",
"6118","MicroVAX LLC","Private","United States","","","","","","","","",
"7275","MicuRx Pharmaceuticals, Inc.","Private","United States","","","","","","","","",
"3464","Midatech Pharma PLC","Public","United Kingdom","40620950","GBP","0","-20316000","","0","10278000","",
"7703","Mid-Atlantic BioTherapeutics, Inc.","Private","United States","","","","","","","","",
"5436","Mifcor, Inc","Private","United States","","","","","","","","",
"7503","Milestone Pharmaceuticals, Inc.","Public","Canada","","","","","","","","",
"4712","Millendo Therapeutics, Inc.","Public","United States","","","","","","","","",
"4163","Milo Biotechnology","Private","United States","","","","","","","","",
"4274","MiMedx Group Inc.","Public","United States","616243545","USD","10368000","25572000","37055000","84573000","245015000","303468000",
"3199","Mimetogen Pharmaceuticals Inc.","Private","Canada","","","","","","","","",
"5532","MimiVax, LLC","Private","United States","","","","","","","","",
"5672","MiNA Therapeutics","Private","United Kingdom","","","","","","","","",
"2980","Minerva Neurosciences, Inc.","Public","United States","263548546","USD","-12418258","-40952505","-47546208","0","0","0",
"7767","Minervax ApS","Private","Denmark","","","","","","","","",
"7422","Minneamrita Therapeutics LLC","Private","United States","","","","","","","","",
"3238","Minophagen Pharmaceutical Co., Ltd.","Private","Japan","","","","","","","","",
"5680","Minoryx Therapeutics","Private","Spain","","","","","","","","",
"8939","Minovia Therapeutics Ltd.","Private","Israel","","","","","","","","",
"3456","miRagen Therapeutics, Inc.","Public","United States","34848593","USD","-9251000","-26224000","-28927000","944000","4003000","9102000",
"257","Mirati Therapeutics","Public","United States","2710212017","USD","-29269000","-71617000","-91797000","0","0","0",
"260","Miravant Medical Technologies","Private","United States","","USD","-2930000","-9642000","-10269000","0","0","0",
"8863","Mirum Pharmaceuticals Inc.","Public","United States","","","","","","","","",
"3203","Mission Pharmacal Company","Private","United States","","","","","","","","",
"7664","Mission Therapeutics Ltd.","Private","United Kingdom","","","","","","","","",
"4220","Mist Pharmaceuticals LLC","Private","United States","","","","","","","","",
"6800","Mithra Pharmaceuticals SA","Public","Belgium","","","","","","","","",
"2330","Mithridion, Inc.","Private","United States","","","","","","","","",
"8429","Mitochon Pharmaceuticals, Inc.","Private","United States","","","","","","","","",
"5248","Mitotech S.A.","Private","Luxembourg","","","","","","","","",
"262","Mitsubishi Tanabe Pharma Corporation","Public","Japan","","","","","","","","",
"8096","MMJ Phytotech Limited","Public","Australia","","","","","","","","",
"846","MMR Information Systems, Inc.","Public","United States","353318","USD","-386783","-3190932","-3191176","26340","191375","106254",
"3662","Moberg Pharma AB","Public","Sweden","","","","","","","","",
"3566","Mobius Therapeutics, LLC","Private","United States","","","","","","","","",
"263","Mochida Pharmaceutical Co., Ltd. ","Public","Japan","","","","","","","","",
"4445","Moderna Therapeutics, Inc.","Public","United States","","","","","","","","",
"8749","Modis Therapeutics, Inc.","Private","United States","","","","","","","","",
"4035","Modulation Therapeutics","Private","United States","","","","","","","","",
"4715","Modus Therapeutics Holding AB","Private","Sweden","","","","","","","","",
"6814","Moebius Medical Ltd.","Private","Israel","","","","","","","","",
"4796","Moerae Matrix, Inc.","Private","United States","","","","","","","","",
"3981","moksha8 Pharmaceuticals, Inc.","Private","United States","","","","","","","","",
"8235","Moleac Pte Ltd.","Private","Singapore","","","","","","","","",
"3282","Molecular Partners AG","Public","Switzerland","","","","","","","","",
"3408","Molecular Research Center, Inc.","Private","United States","","","","","","","","",
"4680","Molecular Templates Inc.","Public","United States","","","","","","","","",
"5706","Moleculin Biotech, Inc.","Public","United States","30656346","USD","-2579000","-8635000","-14048000","0","0","0",
"2646","MolMed S.p.A.","Public","Italy","","","","","","","","",
"3011","Mologen AG","Public","Germany","","","","","","","","",
"8006","Molteni Farmaceutici S.p.A.","Private","Italy","","","","","","","","",
"945","Momenta Pharmaceuticals, Inc.","Public","United States","944290719","USD","-49894000","-83208000","-149248000","14884000","138882000","97375000",
"2881","Momotaro-Gene Inc.","Private","Japan","","","","","","","","",
"4849","Monash Institute of Pharmaceutical Science (MIPS)","Private","Australia","","","","","","","","",
"5389","Monopar Therapeutics LLC","Private","United States","","","","","","","","",
"8434","MorEx Development Partners LLP","Private","United Kingdom","","","","","","","","",
"6389","Morishita Jintan Co., Ltd.","Public","Japan","","","","","","","","",
"8793","Morphic Therapeutic, Inc.","Public","United States","","","","","","","","",
"8964","Morphogen-IX Ltd","Private","United Kingdom","","","","","","","","",
"264","MorphoSys AG","Public","Germany","0","","","","","","","",
"5167","Morvus Technology Limited","Private","United Kingdom","","","","","","","","",
"7914","Mosaic Biosciences, Inc.","Private","United States","","","","","","","","",
"4061","Motac Neuroscience, Ltd.","Private","United Kingdom","","","","","","","","",
"5408","Motif Bio plc","Public","United Kingdom","","","","","","","","",
"7472","Mount Tam Biotechnologies, Inc.","Public","United States","832810","USD","-73199","-2442452","-1735485","0","0","0",
"588","Mountain View Pharmaceuticals, Inc.","Private","United States","","","","","","","","",
"4294","M's Science Corporation","Private","Japan","","","","","","","","",
"5506","MSI Methylation Sciences Inc","Private","Canada","","","","","","","","",
"5479","MTG Biotherapeutics","Private","United States","","","","","","","","",
"4781","Mucora","Private","Israel","","","","","","","","",
"861","MultiCell Technologies, Inc.","Public","United States","500094","USD","-176907","0","0","194772","49318","805236",
"7768","Multidisciplinary Association for Psychedelic Studies","Private","United States","","","","","","","","",
"3558","MultiGene Vascular Systems, Inc.","Private","Israel","","","","","","","","",
"5878","Multimeric Biotherapeutics, Inc.","Private","United States","","","","","","","","",
"3286","Multiple Myeloma Research Foundation","Private","United States","","","","","","","","",
"5250","MultiVir, Inc.","Public","United States","","","","","","","","",
"667","Mundipharma International Limited","Private","United Kingdom","","","","","","","","",
"8206","Murdoch Children's Research Institute ","Private","Australia","","","","","","","","",
"5732","Mycenax Biotech Inc.","Public","Taiwan","","","","","","","","",
"8582","Mycovia Pharmaceuticals","Private","United States","","","","","","","","",
"5744","Myelo Therapeutics GmbH","Private","Germany","","","","","","","","",
"266","Mylan N.V.","Public","United States","","USD","561000000","1919200000","","2082700000","7719600000","",
"3308","Mymetics Corporation","Public","Switzerland","10904898","EUR","-457000","-2152000","-1755000","318000","1819000","1412000",
"5096","MyoKardia, Inc.","Public","United States","2127098955","USD","-17342000","-46230000","-54111000","9188000","22500000","35170000",
"6241","Myovant Sciences Ltd.","Public","United Kingdom","523966768","USD","-63594000","-140158000","-211140000","0","0","0",
"4876","MYR GmbH","Private","Germany","","","","","","","","",
"267","Myrexis, Inc.","Public","United States","1034371","USD","-153000","-11604000","","0","0","",
"2787","Myriad Genetics Inc.","Public","United States","1681397402","USD","19500000","173100000","95400000","202300000","772600000","796100000",
"6126","N&N Pharmaceuticals Inc.","Private","United States","","","","","","","","",
"3259","Nabriva Therapeutics plc","Public","Austria","","","","","","","","",
"4402","NAEJA Pharmaceuticals Inc.","Private","Canada","","","","","","","","",
"5531","Naia Limited","Private","United States","","","","","","","","",
"5380","Najit Technologies, Inc.","Private","United States","","","","","","","","",
"8356","Nalpropion Pharmaceuticals, Inc.","Private","United States","","","","","","","","",
"9213","Nanjing IASO Biotherapeutics","Private","China","","","","","","","","",
"3419","Nano Terra, Inc. ","Private","United States","","","","","","","","",
"5369","Nanobiotix SA","Public","France","","","","","","","","",
"4121","NanoCarrier Co. Ltd.","Public","Japan","","","","","","","","",
"7282","NanOlogy, LLC","Private","United States","","","","","","","","",
"6580","NanoMedSyn","Private","France","","","","","","","","",
"6986","Nanomerics, Ltd.","Private","United Kingdom","","","","","","","","",
"6188","NanoProteagen","Private","United States","","","","","","","","",
"5154","NanoSmart Pharmaceuticals, Inc.","Private","United States","","","","","","","","",
"2890","Nanotherapeutics, Inc.","Private","United States","","","","","","","","",
"3492","NanoViricides, Inc.","Public","United States","14736949","USD","-1865709","-8285897","-8328768","0","0","0",
"5018","NantKwest, Inc.","Public","United States","100617125","USD","-21293000","-91957000","-97046000","31000","45000","52000",
"5164","NantWorks, LLC","Private","United States","","","","","","","","",
"8943","Nascent Biotech, Inc.","Public","United States","","","","","","","","",
"5829","National Cancer Institute","Private","United States","","","","","","","","",
"4740","National Institute of Dental and Craniofacial Research","Private","United States","","","","","","","","",
"4086","National Institutes of Health (NIH)","Private","United States","","","","","","","","",
"8769","Nationwide Children’s Hospital","Private","","","","","","","","","",
"900","Natural Hitech Petroleum, Inc.","Public","United States","","USD","-1588511","-9189979","-8702615","981353","4129612","4920138",
"7382","Nature Cell Co. Ltd.","Public","Korea (South)","","","","","","","","",
"6564","NatureWise Biotech & Medicals Corporation","Public","Taiwan","","","","","","","","",
"3626","Nautilus Neurosciences, Inc.","Private","United States","","","","","","","","",
"1144","Navidea Biopharmaceuticals, Inc.","Public","United States","95165214","USD","-3683526","-13622420","-12009986","231458","1810437","1445169",
"4578","Navipharm Corporation Ltd.","Private","Korea (South)","","","","","","","","",
"7864","Navire Pharma, Inc.","Private","United States","","","","","","","","",
"2570","Navitas Pharma","Private","United States","","","","","","","","",
"5941","Navitor Pharmaceuticals, Inc.","Private","United States","","","","","","","","",
"3942","Nectid, Inc.","Private","United States","","","","","","","","",
"210","Nektar Therapeutics","Public","United States","2940718074","USD","-95950000","-44901000","774652000","27762000","307711000","1248963000",
"3882","Nelson Pharmaceuticals, LLC","Private","United States","","","","","","","","",
"6141","Nemucore Medical Innovations, Inc.","Private","United States","","","","","","","","",
"7509","NeoImmuneTech, Inc.","Private","United States","","","","","","","","",
"3509","Neoleukin Therapeutics, Inc.","Public","United States","86617514","USD","0","0","0","0","0","0",
"7622","NeoMed, Inc.","Private","United States","","","","","","","","",
"6931","Neon Therapeutics, Inc.","Public","United States","","","","","","","","",
"5927","NeOnc Technologies, Inc.","Private","United States","","","","","","","","",
"4638","Neos Therapeutics, Inc.","Public","United States","55494688","USD","-9402000","-52803000","-43190000","12503000","25018000","41703000",
"6650","NeoTx Therapeutics Ltd.","Private","Israel","","","","","","","","",
"2799","Neovacs","Public","France","","","","","","","","",
"3583","NephroGenex","Public","United States","","USD","-5829000","-22311000","","0","0","",
"2903","NephRx Corporation","Private","United States","","","","","","","","",
"6488","NeRRe Therapeutics, Ltd.","Private","United Kingdom","","","","","","","","",
"1404","Nestle Health Science S.A.","Public","Switzerland","","","","","","","","",
"9106","NeuBase Therapeutics, Inc.","Public","United States","","","","","","","","",
"7685","NeuClone Pty Ltd.","Private","Australia","","","","","","","","",
"4033","Neumedicines Inc.","Private","United States","","","","","","","","",
"5537","NeuMedics, LLC","Private","United States","","","","","","","","",
"8021","Neumentum","Private","United States","","","","","","","","",
"5194","NeuPharma, Inc.","Private","China","","","","","","","","",
"7904","Neupharma, Srl","Private","Italy","","","","","","","","",
"2743","Neuralstem Inc.","Public","United States","30220399","USD","-2036522","-12958116","-8507552","2500","260000","510000",
"2937","Neuraltus Pharmaceuticals, Inc.","Private","United States","","","","","","","","",
"7921","Neuraly, Inc.","Private","United States","","","","","","","","",
"3962","Neurana Pharmaceuticals Inc.","Private","United States","","","","","","","","",
"2291","NeurAxon, Inc.","Private","Canada","","","","","","","","",
"3564","Neurelis, Inc.","Private","United States","","","","","","","","",
"3978","Neuren Pharmaceuticals Limited","Public","Australia","","","","","","","","",
"2062","Neurim Pharmaceuticals Ltd.","Private","Israel","","","","","","","","",
"3270","Neurimmune Holdings AG","Private","Switzerland","","","","","","","","",
"273","Neurobiological Technologies, Inc.","Public","United States","81059","USD","0","0","","0","0","",
"9023","NeuroBo Pharmaceuticals, Inc.","Private","United States","","","","","","","","",
"5416","Neurocentria, Inc.","Private","United States","","","","","","","","",
"276","Neurocrine Biosciences, Inc.","Public","United States","8849674141","USD","60537000","-115420000","50836000","151757000","161626000","414265000",
"4434","Neurodyn Inc.","Private","Canada","","","","","","","","",
"5264","Neurogastrx, Inc.","Private","United States","","","","","","","","",
"7902","NeuroGeneration, Inc.","Private","United States","","","","","","","","",
"3800","NeuroGenetic Pharmaceuticals, Inc.","Private","United States","","","","","","","","",
"3560","NeuroGenomeX, Inc.","Private","United States","","","","","","","","",
"1228","NeurogesX, Inc.","Public","United States","","USD","-979000","-37483000","-15863000","2834000","11503000","11822000",
"4006","NeuroHealing Pharmaceuticals Inc.","Private","United States","","","","","","","","",
"4564","Neurolixis, Inc.","Private","United States","","","","","","","","",
"5659","NeuroMax","Private","Russia","","","","","","","","",
"3795","Neuron Bio SA","Public","Spain","","","","","","","","",
"3796","Neuronascent, Inc.","Private","United States","","","","","","","","",
"8285","Neuronax","Private","France","","","","","","","","",
"4861","NeurOp Inc. ","Private","United States","","","","","","","","",
"2633","Neuropharm Group, plc","Public","United Kingdom","","","","","","","","",
"3845","Neurophyxia B.V.","Private","Netherlands","","","","","","","","",
"5064","Neuropore Therapies, Inc.","Private","United States","","","","","","","","",
"6769","NeuroproteXeon Inc.","Private","United States","","","","","","","","",
"8986","Neuroptika, Inc.","Private","United States","","","","","","","","",
"6943","NeuroRx, Inc.","Private","United States","","","","","","","","",
"281","NeuroSearch A/S","Public","Denmark","","","","","","","","",
"2700","Neurotech Pharmaceuticals, Inc.","Private","United States","","","","","","","","",
"3798","Neurotez, Inc.","Private","United States","","","","","","","","",
"9158","NeuroTrauma Sciences, LLC","Private","United States","","","","","","","","",
"4550","Neurotrope, Inc.","Public","United States","44373377","USD","-3201841","-12698143","-11697630","0","0","0",
"3637","NeuroVive Pharmaceutical AB","Public","Sweden","","","","","","","","",
"8806","NeuRx Pharmaceuticals LLC","Private","United States","","","","","","","","",
"8010","Nevakar LLC","Private","United States","","","","","","","","",
"2960","New American Therapeutics, Inc.","Private","United States","","","","","","","","",
"5073","New B Innovation Limited","Private","China","","","","","","","","",
"3999","New Haven Pharmaceuticals Inc.","Private","United States","","","","","","","","",
"4204","New World Laboratories, Inc.","Private","Canada","","","","","","","","",
"3479","New York Blood Center, Inc.","Private","United States","","","","","","","","",
"4009","NewBridge Pharmaceuticals","Private","United Arab Emirates","","","","","","","","",
"8803","Newfield Therapeutics Corporation","Private","United States","","","","","","","","",
"2792","NewLink Genetics Corporation","Public","United States","59187123","USD","-14774000","-71474000","-64299000","120000","28711000","22370000",
"804","Newron Pharmaceuticals S.p.A.","Public","Italy","","","","","","","","",
"8422","Newsoara Biopharma Co., Ltd.","Private","China","","","","","","","","",
"4348","NewVac LLC","Private","Russia","","","","","","","","",
"9089","Nexien BioPharma, Inc.","Public","United States","5544849","","","","","","","",
"9159","NexImmune Inc.","Private","United States","","","","","","","","",
"7523","NextCell Pharma AB","Private","Sweden","","","","","","","","",
"8855","NextCure, Inc.","Public","United States","","","","","","","","",
"911","N-Gene Research and Development, Ltd.","Private","Hungary","","","","","","","","",
"3771","NGM Biopharmaceuticals, Inc.     ","Public","United States","","","","","","","","",
"5312","NHTherapeutics, Inc.","Private","Canada","","","","","","","","",
"4673","Nichi-Iko Pharmaceutical Co., Ltd.","Public","Japan","","","","","","","","",
"284","Nicox S.A.","Public","France","","","","","","","","",
"8626","Nihon Medi-Physics Co., Ltd.","Private","Japan","","","","","","","","",
"4067","Nihon Nohyaku Co., Ltd","Public","Japan","","","","","","","","",
"9161","Nimble Therapeutics, Inc","Private","United States","","","","","","","","",
"4382","Nimbus Therapeutics","Private","United States","","","","","","","","",
"7887","Nippon Chemiphar Co Ltd","Public","Japan","","","","","","","","",
"746","Nippon Kayaku Co., Ltd.","Public","Japan","","","","","","","","",
"4213","Nippon Petrochemicals Co. Ltd.","Private","Japan","","","","","","","","",
"439","Nippon Shinyaku Co., Ltd.","Public","Japan","","","","","","","","",
"5491","Nippon Zoki Pharmaceutical Co Ltd","Private","Japan","","","","","","","","",
"2598","Nissan Chemical Corporation","Public","Japan","","","","","","","","",
"285","NitroMed, Inc. ","Private","United States","","","","","","","","",
"2901","Nitto Denko Corporation","Public","Japan","","","","","","","","",
"9100","NKMax America, Inc.","Private","United States","","","","","","","","",
"4482","NKT Therapeutics, Inc.","Private","United States","","","","","","","","",
"7491","NLS Pharma Group","Private","Switzerland","","","","","","","","",
"5471","NMT Pharmaceuticals Pte Ltd","Private","Singapore","","","","","","","","",
"7983","Nobelex Biotech Inc.","Private","Canada","","","","","","","","",
"2618","Nobelpharma Co., Ltd.","Private","Japan","","","","","","","","",
"7019","Nobilis Therapeutics Inc.","Private","United States","","","","","","","","",
"6221","Noden Pharma DAC","Private","Ireland","","","","","","","","",
"8471","NodThera Limited","Private","United Kingdom","","","","","","","","",
"4322","Nogra Pharma Ltd.","Private","Italy","","","","","","","","",
"7722","Nohla Therapeutics, Inc.","Private","United States","","","","","","","","",
"7780","Noile-Immune Biotech, Inc.","Private","Japan","","","","","","","","",
"3559","NoNO Inc.","Private","Canada","","","","","","","","",
"5086","Noorik Biopharmaceuticals","Private","Switzerland","","","","","","","","",
"4751","Nora Therapeutics, Inc.","Private","United States","","","","","","","","",
"2459","Nordic Bioscience","Private","Denmark","","","","","","","","",
"3365","Nordic Group BV","Private","France","","","","","","","","",
"4749","Nordic Nanovector ASA","Public","Norway","","","","","","","","",
