Company ID,Company Name,Symbol,Company Type (Public/Private),Company Group,Country,Market Cap,Currency,Number of Employees Qtr,Number of Employees Ann,Number of Employees TTM
5094,Medisun Precision Medicine Ltd.,MPME,Public,Biotech Industry,United States,,,,,
5095,Fab’entech,,Private,,France,,,,,
5096,"MyoKardia, Inc.",MYOK,Public,Biotech Industry,United States,2127098955,USD,0,102,0
5100,"Atossa Genetics, Inc.",ATOS,Public,Biotech Industry,United States,,,,,
5103,"Inspirion Delivery Technologies, LLC",,Private,Pharmaceutical Industry,United States,,,,,
5106,Panoptes Pharma,,Private,Biotech Industry,Austria,,,,,
5107,Leading BioSciences Inc.,,Private,Biotech Industry,United States,,,,,
5109,F2G Ltd,,Private,Biotech Industry,United Kingdom,,,,,
5110,"Avedro, Inc.",,Private,Biotech Industry,United States,,,,,
5111,"Cidara Therapeutics, Inc.",CDTX,Public,Biotech Industry,United States,39684546,USD,0,61,0
5113,Histogenics Corporation,HSGX,Public,Biotech Industry,United States,12715206,USD,0,45,0
5116,"Altimmune, Inc. ",ALT,Public,Biotech Industry,United States,18210940,USD,0,30,0
5117,Revogenex,,Private,Biotech Industry,United States,,,,,
5119,"Flatley Discovery Lab, LLC",,Private,Biotech Industry,United States,,,,,
5121,Greenovation Biotech GmbH,,Private,Biotech Industry,Germany,,,,,
5122,Marathon Pharmaceuticals LLC ,,Private,Biotech Industry,United States,,,,,
5123,"K-PAX Pharmaceuticals, Inc.",,Private,Biotech Industry,United States,,,,,
5124,"23andMe, Inc.",,Private,Biotech Industry,United States,,,,,
5125,"AntiOp, Inc.",,Private,Biotech Industry,United States,,,,,
5127,"Shiseido Co., Ltd.",4911:JP,Public,Biotech Industry,Japan,,,,,
5131,Gold Coast Therapeutics,,Private,Biotech Industry,United States,,,,,
5136,"Vyera Pharmaceuticals, LLC",,Private,Biotech Industry,United States,,,,,
5139,"Frontier Biotechnologies Co., Ltd",,Private,,China,,,,,
5141,Astion Pharma A/S,,Private,Biotech Industry,Denmark,,,,,
5144,Celimmune LLC,,Private,,United States,,,,,
5145,Abivax S.A.,ABVX:FP,Public,Biotech Industry,France,,,,,
5146,Themis Bioscience GmbH,,Private,Biotech Industry,Austria,,,,,
5147,Cell2B Advanced Therapeutics,,Private,Biotech Industry,Portugal,,,,,
5148,Glycostem Therapeutics BV,,Private,Biotech Industry,Netherlands,,,,,
5151,"AzurRx BioPharma, Inc.",AZRX,Public,Biotech Industry,United States,,,,,
5152,"EIP Pharma, Inc.",,Private,Biotech Industry,United States,,,,,
5153,OGD2 Pharma SAS,,Private,Biotech Industry,France,,,,,
5154,"NanoSmart Pharmaceuticals, Inc.",,Private,Biotech Industry,United States,,,,,
5156,Karcinolys,,Private,Biotech Industry,France,,,,,
5163,NuCana plc,NCNA,Public,Biotech Industry,Scotland,,,,,
5164,"NantWorks, LLC",,Private,Biotech Industry,United States,,,,,
5165,Unum Therapeutics,UMRX,Public,Biotech Industry,United States,,,,,
5167,Morvus Technology Limited,,Private,,United Kingdom,,,,,
5168,Emerge Health Pty Ltd.,,Private,Biotech Industry,Australia,,,,,
5171,"Theron Pharmaceuticals, Inc. ",,Private,Biotech Industry,United States,,,,,
5172,"Invenux, LLC",,Private,Biotech Industry,United States,,,,,
5173,"Intezyne, Inc.",,Private,Biotech Industry,United States,,,,,
5175,On Target Laboratories LLC,,Private,Biotech Industry,United States,,,,,
5176,"Kura Oncology, Inc.",KURA,Public,Biotech Industry,United States,601364211,USD,0,31,0
5179,"AgeneBio, Inc.",,Private,Biotech Industry,United States,,,,,
5180,"Hyundai Pharmaceuticals Co., Ltd",,Private,Biotech Industry,Korea (South),,,,,
5186,"Ember Therapeutics, Inc.",AHLL,Public,Biotech Industry,United States,,USD,0,0,
5187,"China Chemical & Pharmaceutical Co., Ltd.",1701:TT,Public,Biotech Industry,Taiwan,,,,,
5188,Daehwa Pharmaceutical Co Ltd,067080:KS,Public,Biotech Industry,Korea (South),,,,,
5190,"Immune Response BioPharma, Inc.",,Private,Biotech Industry,United States,,,,,
5192,"Emerald Bioscience, Inc.",EMBI,Public,Biotech Industry,United States,,,,,
5194,"NeuPharma, Inc.",,Private,Biotech Industry,China,,,,,
5195,City of Hope National Medical Center,,Private,Biotech Industry,United States,,,,,
5197,"C2N Diagnostics, LLC",,Private,Medical Technology ,United States,,,,,
5198,"Avelas Biosciences, Inc.",,Private,Biotech Industry,United States,,,,,
5199,"Innovent Biologics, Inc.",,Private,Biotech Industry,China,,,,,
5203,"Aeglea BioTherapeutics, Inc.",AGLE,Public,Biotech Industry,United States,177559264,USD,0,43,0
5205,Semma Therapeutics,,Private,Biotech Industry,United States,,,,,
5206,Telesso Technologies Ltd. ,TLSOY:US,Public,Biotech Industry,Australia,,,,,
5207,"NovoBiotic Pharmaceuticals, LLC",,Private,Biotech Industry,United States,,,,,
5208,Therapure Biopharma Inc.,,Private,Biotech Industry,Canada,,,,,
5209,"Dermata Therapeutics, LLC",,Private,Biotech Industry,United States,,,,,
5211,"BioLite, Inc.",,Private,Biotech Industry,Taiwan,,,,,
5212,"Burzynski Research Institute, Inc.",BZYR,Public,Biotech Industry,United States,2366071,USD,0,0,0
5213,Triphase Accelerator Corporation,,Private,Biotech Industry,Canada,,,,,
5214,PledPharma AB,PLED:SS,Public,Biotech Industry,Sweden,,,,,
5215,Belrose Pharma Inc.,,Private,Biotech Industry,United States,,,,,
5216,Locemia Solutions ULC,,Private,Biotech Industry,Canada,,,,,
5219,Medical Need Europe AB,,Private,Biotech Industry,Sweden,,,,,
5220,Innocoll AG,,Private,Biotech Industry,Ireland,,,,,
5221,Hua Medicine Ltd.,,Private,Biotech Industry,China,,,,,
5222,Oxyrane,,Private,,United Kingdom,,,,,
5224,Case Western Reserve University,,Private,Other,United States,,,,,
5226,PiSA Pharmaceuticals,,Private,Biotech Industry,Mexico,,,,,
5227,"Zai Laboratory, Inc.",ZLAB,Public,Biotech Industry,China,1864501702,,,,
5229,ADIENNE Pharma & Biotech,,Private,Biotech Industry,Italy,,,,,
5233,VIB,,Private,Biotech Industry,Belgium,,,,,
5234,Chongqing Lummy Pharmaceutical Co. Ltd.,,Private,Biotech Industry,China,,,,,
5235,"Prolong Pharmaceuticals, LLC",,Private,Biotech Industry,United States,,,,,
5237,"Innocrin Pharmaceuticals, Inc.",,Private,Biotech Industry,United States,,,,,
5238,Heart Metabolics Limited,,Private,Biotech Industry,Ireland,,,,,
5241,MedDay Pharmaceuticals,,Private,Biotech Industry,France,,,,,
5242,"ImmuneXcite, Inc.",,Private,Biotech Industry,United States,,,,,
5245,"Strategia Therapeutics, Inc.",,Private,Biotech Industry,United States,,,,,
5246,Trizell Holding SA,,Private,Biotech Industry,Switzerland,,,,,
5247,"Ebelle D'Ebelle Pharmaceuticals, Inc.",,Private,Biotech Industry,United States,,,,,
5248,Mitotech S.A.,,Private,Biotech Industry,Luxembourg,,,,,
5249,Hapten Sciences Inc.,,Private,Biotech Industry,United States,,,,,
5250,"MultiVir, Inc.",MVIR,Public,Biotech Industry,United States,,,,,
5255,Blueprint Medicines Corporation,BPMC,Public,Biotech Industry,United States,3379344333,USD,0,149,0
5256,Caliber Biotherapeutics,,Private,Biotech Industry,United States,,,,,
5257,"Shenzhen Hepalink Pharmaceutical Group Co., Ltd.",002399:CH,Public,Biotech Industry,China,,,,,
5260,Meabco A/S,,Private,Biotech Industry,Netherlands,,,,,
5262,Strongbridge Biopharma plc,SBBP,Public,Biotech Industry,United States,114187816,USD,0,66,0
5263,Escend Pharmaceuticals Inc,,Private,Biotech Industry,United States,,,,,
5264,"Neurogastrx, Inc.",,Private,Biotech Industry,United States,,,,,
5266,"SELLAS Life Sciences Group, Inc.",SLS,Public,Biotech Industry,United States,,,,,
5267,"Aequus Pharmaceuticals, Inc.",AQSZF,Public,Biotech Industry,Canada,,,,,
5268,"Corium International, Inc.",,Private,Biotech Industry,United States,,,,,
5269,"Selten Pharma, Inc.",,Private,Biotech Industry,United States,,,,,
5271,Balance Therapeutics,,Private,Biotech Industry,United States,,,,,
5272,InMed Pharmaceuticals Ltd.,TSX:IN,Public,Biotech Industry,Canada,,,,,
5273,Perle Bioscience,,Private,Biotech Industry,United States,,,,,
5274,Rakuten Medical Inc.,,Private,Biotech Industry,United States,,,,,
5276,"Qurient Co., Ltd.",,Private,Biotech Industry,Korea (South),,,,,
5277,BioNTech AG,,Private,Biotech Industry,Germany,,,,,
5278,Infectex,,Private,Biotech Industry,Russia,,,,,
5279,ImCyse S.A.,,Private,Biotech Industry,Belgium,,,,,
5280,"Rainier Therapeutics, Inc.",,Private,Biotech Industry,United States,,,,,
5281,"Aviara Pharmaceuticals, Inc.",,Private,Biotech Industry,United States,,,,,
5282,CHORD Therapeutics,,Private,Biotech Industry,Switzerland,,,,,
5283,"Aura Biosciences, Inc.",,Private,Biotech Industry,United States,,,,,
5284,"Bexion Pharmaceuticals, Inc.",,Private,Biotech Industry,United States,,,,,
5285,"Co-D Therapeutics, Inc",,Private,Biotech Industry,United States,,,,,
5287,Generon (Shanghai) Corporation Ltd,,Private,Biotech Industry,China,,,,,
5291,Ark Biosciences,,Private,Biotech Industry,China,,,,,
5292,ENYO Pharma SAS,,Private,,France,,,,,
5294,"Liquidia Technologies, Inc.",LQDA,Public,Biotech Industry,United States,,,,,
5295,ZZ Biotech,,Private,Biotech Industry,United States,,,,,
5296,Affinivax Inc.,,Private,Biotech Industry,United States,,,,,
5297,"Spyryx Biosciences, Inc.",,Private,Biotech Industry,United States,,,,,
5298,Medesis Pharma,,Private,Biotech Industry,France,,,,,
5299,Elasmogen Ltd.,,Private,Biotech Industry,United Kingdom,,,,,
5303,Axovant Gene Therapies Ltd.,AXGT,Public,Biotech Industry,United States,,USD,0,45,0
5305,Sterna Biologicals GmbH & Co. KG,,Private,Biotech Industry,Germany,,,,,
5307,GMP-Orphan SAS,,Private,Biotech Industry,France,,,,,
5308,"Makindus, Inc.",,Private,Biotech Industry,United States,,,,,
5309,Horama SAS,,Private,Biotech Industry,France,,,,,
5311,CytoBioteck S.A.S.,,Private,Biotech Industry,Colombia,,,,,
5312,"NHTherapeutics, Inc.",,Private,Biotech Industry,Canada,,,,,
5314,Mapi Pharma Ltd.,,Private,Biotech Industry,Israel,,,,,
5315,Laboratoires Majorelle,,Private,Biotech Industry,France,,,,,
5317,Affibody AB,,Private,Biotech Industry,Sweden,,,,,
5321,"Kanyos Bio, Inc.",,Private,Biotech Industry,United States,,,,,
5322,Anokion SA,,Private,Biotech Industry,Switzerland,,,,,
5323,"BioKier, Inc.",,Private,Biotech Industry,United States,,,,,
5324,"Retrotope, Inc.",,Private,Biotech Industry,United States,,,,,
5326,GT Biopharma Inc.,GTBP,Public,Biotech Industry,United States,,,,,
5328,"Ritter Pharmaceuticals, Inc. ",RTTR,Public,Biotech Industry,United States,5734639,USD,0,9,0
5329,Taxis Pharmaceuticals,,Private,Biotech Industry,United States,,,,,
5330,AJU Pharm Korea,,Private,Biotech Industry,Korea (South),,,,,
5331,"Bionure, Inc.",,Private,Biotech Industry,United States,,,,,
5332,"Aimmune Therapeutics, Inc.",AIMT,Public,Biotech Industry,United States,1137026506,USD,0,131,0
5333,"Epic Pharma, LLC",,Private,Biotech Industry,United States,,,,,
5334,"G1 Therapeutics, Inc.",GTHX,Public,Biotech Industry,United States,1253135578,USD,0,44,0
5336,Intec Pharma Ltd.,NTEC,Public,Biotech Industry,Israel,11994854,USD,70,70,
5340,Proteus S.A,,Private,Biotech Industry,Chile,,,,,
5345,Fagron NV,FAGR,Public,Biotech Industry,Belgium,,,,,
5348,"BioCardia, Inc.",BCDA,Public,Biotech Industry,United States,,,,,
5349,FORMA Therapeutics,,Private,Biotech Industry,United States,,,,,
5358,Reyon Pharmaceutical Co. Ltd.,102460:KS,Public,Biotech Industry,Korea (South),,,,,
5359,"Tyme Technologies, Inc. ",TYME,Public,Biotech Industry,United States,118457303,USD,0,11,0
5360,"Kurobe Pharmaceuticals, Inc.",,Private,Biotech Industry,United States,,,,,
5363,Cantargia AB,CANTA:SS,Public,Biotech Industry,Sweden,,,,,
5364,Vaxxilon AG,,Private,Biotech Industry,Germany,,,,,
5367,ManRos Therapeutics,,Private,Biotech Industry,France,,,,,
5369,Nanobiotix SA,NANO:FP,Public,Medical Technology ,France,,,,,
5371,Amarna Therapeutics,,Private,Biotech Industry,Netherlands,,,,,
5373,Entasis Therapeutics,ETTX,Public,Biotech Industry,United States,110954755,USD,0,0,0
5375,Shenzhen Main Luck Pharmaceuticals Inc.,,Private,Biotech Industry,China,,,,,
5376,"Eolas Therapeutics, Inc.",,Private,Biotech Industry,United States,,,,,
5377,DalCor Pharmaceuticals,,Private,Biotech Industry,Switzerland,,,,,
5378,Avexxin AS,,Private,Biotech Industry,Norway,,,,,
5380,"Najit Technologies, Inc.",,Private,Biotech Industry,United States,,,,,
5383,"Globavir Biosciences, Inc.",,Private,Biotech Industry,United States,,,,,
5385,Biomics Biotech Co. Ltd,,Private,Biotech Industry,China,,,,,
5388,Bullet Biotechnology,,Private,Biotech Industry,United States,,,,,
5389,Monopar Therapeutics LLC,,Private,Biotech Industry,United States,,,,,
5391,"Evofem Biosciences, Inc.",EVFM,Public,Biotech Industry,United States,,,,,
5393,"Ovid Therapeutics, Inc.",OVID,Public,Biotech Industry,United States,,,,,
5395,Polpharma SA ,,Private,Biotech Industry,Poland,,,,,
5398,"Blaze Bioscience, Inc. ",,Private,Biotech Industry,United States,,,,,
5399,Medice Arzneimittel Putter GmbH & Co KG,,Private,Biotech Industry,Germany,,,,,
5400,Recepta BioPharma,,Private,Biotech Industry,Brazil,,,,,
5402,CANbridge Life Sciences Ltd.,,Private,Biotech Industry,China,,,,,
5406,Strides Pharma Science Limited,STR:IN,Public,Biotech Industry,India,,,,,
5407,"The Agency for Science, Technology and Research",,Private,Biotech Industry,Singapore,,,,,
5408,Motif Bio plc,MTFB,Public,Biotech Industry,United Kingdom,,,,,
5409,Insud Pharma,,Private,Biotech Industry,Austria,,,,,
5411,"Leadiant Biosciences, Inc.",,Private,Biotech Industry,United States,,,,,
5414,Revive Therapeutics Ltd.,RVV:CN,Public,Biotech Industry,Canada,,,,,
5415,"Velo Bio, LLC",,Private,Biotech Industry,United States,,,,,
5416,"Neurocentria, Inc.",,Private,Biotech Industry,United States,,,,,
5418,Mereo BioPharma Group plc,MREO,Public,Biotech Industry,United Kingdom,,,,,
5419,KrisaniBio Inc.,,Private,Biotech Industry,United States,,,,,
5420,International Biotechnology Center (IBC) Generium,,Private,Biotech Industry,Russia,,,,,
5421,Diurnal Group PLC,DNL:LN,Public,Biotech Industry,United Kingdom,,,,,
5422,University of Bern,,Private,Biotech Industry,Switzerland,,,,,
5424,"Lantern Pharma, Inc",,Private,Biotech Industry,United States,,,,,
5425,"INVENT Pharmaceuticals, Inc.",,Private,Biotech Industry,United States,,,,,
5426,SUDA Pharmaceuticals Ltd.,SUD:AU,Public,Biotech Industry,Australia,,,,,
5428,Aprecia Pharmaceuticals Company,,Private,Biotech Industry,United States,,,,,
5429,Bill & Melinda Gates Foundation,,Private,Biotech Industry,United States,,,,,
5430,"GrayBug, Inc.",,Private,Biotech Industry,United States,,,,,
5431,"Apollo Endosurgery, Inc.",APEN,Public,Biotech Industry,United States,,,,,
5434,"Corvus Pharmaceuticals, Inc.",CRVS,Public,Biotech Industry,United States,,,,,
5435,TheVax Genetics Vaccine Co. Ltd.,,Private,Biotech Industry,United States,,,,,
5436,"Mifcor, Inc",,Private,Biotech Industry,United States,,,,,
5437,"Dauntless Pharmaceuticals, Inc.",,Private,Biotech Industry,United States,,,,,
5438,"Axsome Therapeutics, Inc.",AXSM,Public,Biotech Industry,United States,,,,,
5439,Vanquish Oncology Inc.,,Private,Biotech Industry,United States,,,,,
5440,"Rgenix, Inc.",,Private,Biotech Industry,United States,,,,,
5441,"PNP Therapeutics, Inc.",,Private,Biotech Industry,United States,,,,,
5442,"ImmunGene, Inc.",,Private,Biotech Industry,United States,,,,,
5443,HemoGenyx LLC,,Private,Biotech Industry,United States,,,,,
5444,"EpicentRx, Inc.",,Private,Biotech Industry,United States,,,,,
5445,Societa Industria Farmaceutica Italiana S.p.A.,,Private,Biotech Industry,Italy,,,,,
5446,"Checkmate Pharmaceuticals, Inc.",,Private,Biotech Industry,United States,,,,,
5448,"Vivozon, Inc.",,Private,Biotech Industry,Korea (South),,,,,
5449,Double Bond Pharmaceutical AB,DBP:SS,Public,Biotech Industry,Sweden,,,,,
5450,"Errant Gene Therapeutics, LLC",,Private,Biotech Industry,United States,,,,,
5451,Madison Vaccines Inc.,,Private,Biotech Industry,United States,,,,,
5453,Igenica Biotherapeutics,,Private,Biotech Industry,United States,,,,,
5455,Bruno Farmaceutici SpA,,Private,Biotech Industry,Italy,,,,,
5456,Spotlight Innovation Inc.,STLT,Public,Biotech Industry,United States,711666,USD,0,4,0
5457,Laboratoires Thea,,Private,Biotech Industry,France,,,,,
5459,"Orbus Therapeutics, Inc.",,Private,Biotech Industry,United States,,,,,
5461,FluGen Inc.,,Private,Biotech Industry,United States,,,,,
5462,EpimedX LLC,,Private,Biotech Industry,United States,,,,,
5463,"Sideris Pharmaceuticals, Inc.",,Private,Biotech Industry,United States,,,,,
5465,Medisun Holdings Limited,,Private,Biotech Industry,Hong Kong,,,,,
5466,Synmosa Biopharma Corporation,,Public,Biotech Industry,Taiwan,,,,,
5467,"Samumed, LLC",,Private,Biotech Industry,United States,,,,,
5470,CAO Pharmaceuticals Inc.,,Private,Biotech Industry,United States,,,,,
5471,NMT Pharmaceuticals Pte Ltd,,Private,Biotech Industry,Singapore,,,,,
5473,Solid Biosciences Inc.,SLDB,Public,Biotech Industry,United States,,,,,
5474,VM Pharma LLC,,Private,Biotech Industry,United States,,,,,
5475,ViRAZE,,Private,Biotech Industry,United States,,,,,
5476,Bionaturis Group,,Private,Biotech Industry,Spain,,,,,
5477,Oncodrone BV,,Private,Biotech Industry,Netherlands,,,,,
5478,Ramot at Tel Aviv University Ltd.,,Private,Biotech Industry,Israel,,,,,
5479,MTG Biotherapeutics,,Private,Biotech Industry,United States,,,,,
5480,ViciniVax BV,,Private,Biotech Industry,Netherlands,,,,,
5482,Zysis Ltd.,,Private,Biotech Industry,United Kingdom,,,,,
5483,Steminent Biotherapeutics Inc.,,Private,Biotech Industry,Taiwan,,,,,
5485,Everfront Biotech Inc.,,Private,Biotech Industry,Taiwan,,,,,
5487,Gencia Corporation,,Private,Biotech Industry,United States,,,,,
5488,"Poseida Therapeutics, Inc.",PSTX,Public,Biotech Industry,United States,,,,,
5490,Medical Developments International Limited ,MVP.AX,Public,Biotech Industry,Australia,,,,,
5491,Nippon Zoki Pharmaceutical Co Ltd,,Private,Biotech Industry,Japan,,,,,
5492,Galen Limited,,Private,Biotech Industry,United Kingdom,,,,,
5493,Conrig Pharma ApS,,Private,Biotech Industry,Denmark,,,,,
5494,ReViral,,Private,Biotech Industry,United Kingdom,,,,,
5496,STC Biologics,,Private,Biotech Industry,United States,,,,,
5497,Medicines Development for Global Health,,Private,Biotech Industry,Australia,,,,,
5498,"Translational Sciences, Inc.",,Private,Biotech Industry,United States,,,,,
5501,"ProtoKinetix, Inc.",PKTX,Public,Biotech Industry,United States,54170010,USD,0,0,0
5505,Paradigm Biopharmaceuticals,,Private,Biotech Industry,Australia,,,,,
5506,MSI Methylation Sciences Inc,,Private,Biotech Industry,Canada,,,,,
5507,AnaBios Corporation,,Private,Biotech Industry,United States,,,,,
5512,Shanghai Pharma Group,,Private,Biotech Industry,China,,,,,
5513,Kitov Pharmaceuticals Holdings Ltd.,KTOV,Public,Biotech Industry,Israel,8304377,USD,0,0,
5515,Hefei Cosource Medicine Technology Co. Ltd,,Private,Biotech Industry,China,,,,,
5517,Chromocell Corporation,,Private,Biotech Industry,United States,,,,,
5519,Heraeus Medical GmbH,,Private,Biotech Industry,Germany,,,,,
5520,"Cosmederm Bioscience, Inc.",,Private,Biotech Industry,United States,,,,,
5523,"Teligent, Inc.",TLGT,Public,Biotech Industry,United States,,,,,
5527,Horizon Discovery Group plc,HZNQF,Public,Biotech Industry,United Kingdom,,,,,
5529,ImmuNext Inc. ,,Private,Biotech Industry,United States,,,,,
5531,Naia Limited,,Private,Biotech Industry,United States,,,,,
5532,"MimiVax, LLC",,Private,Biotech Industry,United States,,,,,
5533,"ImaginAb, Inc.",,Private,Biotech Industry,United States,,,,,
5534,"X4 Pharmaceuticals, Inc.",XFOR,Public,Biotech Industry,United States,,,,,
5535,"Autotelic, Inc.",,Private,Biotech Industry,United States,,,,,
5536,InteguRx,,Private,Biotech Industry,United States,,,,,
5537,"NeuMedics, LLC",,Private,Biotech Industry,United States,,,,,
5538,CellCentric Ltd.,,Private,Biotech Industry,United Kingdom,,,,,
5539,"EA Pharma Co., Ltd.",,Private,Biotech Industry,Japan,,,,,
5540,NovaBiotics Ltd,,Private,Biotech Industry,United Kingdom,,,,,
5541,RDD Pharma Ltd,,Private,Biotech Industry,Israel,,,,,
5543,Cadent Therapeutics,,Private,Biotech Industry,United States,,,,,
5544,Tessa Therapeutics Pte Ltd,,Private,Biotech Industry,Singapore,,,,,
5545,"Yabao Pharmaceutical Co., Inc.",,Private,Biotech Industry,China,,,,,
5546,QIMR Berghofer Medical Research Institute,,Private,Biotech Industry,Australia,,,,,
5547,Merus N.V.,MRUS,Public,Biotech Industry,Netherlands,,,,,
5550,Immusoft Corporation,,Private,Biotech Industry,United States,,,,,
5552,Chamaeleo Pharma NV,,Private,Biotech Industry,Belgium,,,,,
5553,Sol-Gel Technologies Ltd.,SLGL,Public,Biotech Industry,Israel,,,,,
5554,Denali Therapeutics Inc.,DNLI,Public,Biotech Industry,United States,,,,,
5555,VBI Vaccines Inc.,VBIV,Public,Biotech Industry,United States,,USD,22,22,
5557,Shanghai Henlius Biotech Co. Ltd.,,Private,Biotech Industry,China,,,,,
5558,"Trek Therapeutics, PBC",,Private,Biotech Industry,United States,,,,,
5562,"Alpine Immune Sciences, Inc.",ALPN,Public,Biotech Industry,United States,,,,,
5564,MediaPharma S.r.l.,,Private,Biotech Industry,Italy,,,,,
5565,"Oberland Capital Management, LLC",,Private,Other,United States,,,,,
5566,Protein Potential L.L.C.,,Private,Biotech Industry,United States,,,,,
5567,"FunPep Co., Ltd.",,Private,Biotech Industry,Japan,,,,,
5569,Lead Pharma Holding BV,,Private,Biotech Industry,Netherlands,,,,,
5570,"Lakewood-Amedex, Inc.",,Private,Biotech Industry,United States,,,,,
5572,Bioaster,,Private,Biotech Industry,France,,,,,
5574,Omnio AB,,Private,Biotech Industry,Sweden,,,,,
5575,"Cell Source, Inc.",CLCS,Public,Biotech Industry,United States,,,,,
5576,"KBP BioSciences Co., Ltd.",,Private,Biotech Industry,China,,,,,
5577,"Complexa, Inc.",,Private,Biotech Industry,United States,,,,,
5580,Immuron Ltd,IMC:AU,Public,Biotech Industry,Australia,,,,,
5583,Enterome Bioscience,,Private,Biotech Industry,France,,,,,
5584,"Aurora BioPharma, Inc.",,Private,Biotech Industry,United States,,,,,
5585,Armaron Bio Pty Ltd,,Private,Biotech Industry,Australia,,,,,
5587,AS Kevelt,,Private,Biotech Industry,Estonia,,,,,
5596,ObsEva SA,OBSV,Public,Biotech Industry,Switzerland,,,,,
5598,BioSyent Inc.,RX:CN,Public,Biotech Industry,Canada,,,,,
5599,"Adenosine Therapeutics, LLC",,Private,Biotech Industry,United States,,,,,
5601,NovoMedix LLC,,Private,Biotech Industry,United States,,,,,
5602,Rugen Therapeutics,,Private,Biotech Industry,China,,,,,
5609,Invectys,,Private,Biotech Industry,France,,,,,
5614,Saniona AB,,Private,Biotech Industry,Denmark,,,,,
5617,Editas Medicine,EDIT,Public,Biotech Industry,United States,1150313171,USD,0,112,0
5618,Kuros Biosciences Ltd.,SWX:KURN,Public,Biotech Industry,Switzerland,,,,,
5619,"Savant HWP, Inc.",,Private,Biotech Industry,United States,,,,,
5622,"RODES, Inc.",,Private,Biotech Industry,United States,,,,,
5623,"Cour Pharmaceutical Development Company, Inc.",,Private,Biotech Industry,United States,,,,,
5626,Rubius Therapeutics,RUBY,Public,Biotech Industry,United States,,,,,
5628,"Biscayne Pharmaceuticals, Inc.",,Private,Biotech Industry,United States,,,,,
5629,"Kalytera Therapeutics, Inc.",KALTF,Public,Biotech Industry,United States,,,,,
5632,EUSA Pharma Ltd.,,Private,Biotech Industry,United Kingdom,,,,,
5634,CRISPR Therapeutics AG,CRSP,Public,Biotech Industry,United States,,,,,
5635,"Intellia Therapeutics, Inc.",NTLA,Public,Biotech Industry,United States,684722408,USD,0,195,0
5636,Tetra Discovery Partners LLC,,Private,Biotech Industry,United States,,,,,
5637,Calchan,,Private,Biotech Industry,United Kingdom,,,,,
5638,Aros Pharma,,Private,Biotech Industry,Denmark,,,,,
5640,Algiax Pharmaceuticals GmbH,,Private,Biotech Industry,Germany,,,,,
5641,"eFFECTOR Therapeutics, Inc.",,Private,Biotech Industry,United States,,,,,
5642,Presage Biosciences,,Private,Biotech Industry,United States,,,,,
5645,Stocosil Inc.,,Private,Biotech Industry,United States,,,,,
5646,Teclison Ltd.,,Private,Biotech Industry,United States,,,,,
5647,Eirion Therapeutics,,Private,Biotech Industry,United States,,,,,
5648,Healios K.K.,4593:JP,Public,Biotech Industry,Japan,,,,,
5650,"Zymeworks, Inc.",ZYME,Public,Biotech Industry,Canada,,,,,
5651,Omnitura Therapeutics,,Private,Biotech Industry,United States,,,,,
5652,MELEMA Pharma GmbH,,Private,Biotech Industry,Germany,,,,,
5653,AGIRx Ltd.,,Private,Biotech Industry,United Kingdom,,,,,
5654,Auron Healthcare GmbH,,Private,Biotech Industry,Germany,,,,,
5656,ABNOBA GmbH,,Private,Biotech Industry,Germany,,,,,
5658,BioNevia Pharmaceuticals,,Private,Biotech Industry,United States,,,,,
5659,NeuroMax,,Private,Biotech Industry,Russia,,,,,
5665,OREGA Biotech,,Private,Biotech Industry,France,,,,,
5667,Envisia Therapeutics,,Private,Biotech Industry,United States,,,,,
5670,"Symic Bio, Inc.",,Private,Biotech Industry,United States,,,,,
5672,MiNA Therapeutics,,Private,Biotech Industry,United Kingdom,,,,,
5673,Piqur Therapeutics AG,,Private,Biotech Industry,Switzerland,,,,,
5678,Ligacept LLC,,Private,Biotech Industry,United States,,,,,
5680,Minoryx Therapeutics,,Private,Biotech Industry,Spain,,,,,
5681,Steba Biotech Ltd.,,Private,Biotech Industry,Luxembourg,,,,,
5682,AlbaJuna Therapeutics,,Private,Biotech Industry,Spain,,,,,
5688,Placon Therapeutics,,Private,Biotech Industry,United States,,,,,
5689,"Antiva Biosciences, Inc.",,Private,Biotech Industry,United States,,,,,
5690,"ReGenTree, LLC",,Private,Biotech Industry,United States,,,,,
5699,CLINO Corporation,,Private,Biotech Industry,Japan,,,,,
5705,Specialised Therapeutics Asia Pte Ltd,,Private,Biotech Industry,Singapore,,,,,
5706,"Moleculin Biotech, Inc.",MBRX,Public,Biotech Industry,United States,30656346,USD,0,4,0
5707,Osteros Biomedica Ltd.,,Private,Biotech Industry,Russia,,,,,
5708,InFlectis BioScience,,Private,Biotech Industry,France,,,,,
5709,"ViaCyte, Inc.",,Private,Biotech Industry,United States,,,,,
5710,Dorphan S.A.,,Private,Biotech Industry,Switzerland,,,,,
5714,Curegenix Inc.,,Private,Biotech Industry,China,,,,,
5718,Renova Therapeutics Inc.,,Private,Biotech Industry,United States,,,,,
5719,Karus Therapeutics ,,Private,Biotech Industry,United Kingdom,,,,,
5720,Centrexion Therapeutics,CNTX,Public,Biotech Industry,United States,,,,,
5721,"Elios Therapeutics, LLC",,Private,Biotech Industry,United States,,,,,
5725,Novaliq GmbH,,Private,Biotech Industry,Germany,,,,,
